Sample,Site,Drainage,G1,G2,G3,G4,G5,G6,G7,G8,G9,S1,S2,S3,S4,S5,S6,S7,S8,S9,Ai,STi
Faecal Dump Road-p1_12H,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*356,Pore-DAB*650,Pore-DAB*785,Pore-DAB*276,,,,,11,11,8,13,9,,,,,5,4
Faecal Dump Road-p2_1A,Faecal Dump Road,SE,Pore-DAB*740,Pore-DAB*751,Pore-DAB*660,,,,,,,10,11,15,,,,,,,3,3
Faecal Dump Road-p2_1B,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*664,Pore-DAB*276,,,,,,,11,4,9,,,,,,,3,3
Faecal Dump Road-p2_1C,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*356,Pore-DAB*675,Pore-DAB*789,Pore-DAB*788,,,,,11,11,1,9,9,,,,,5,3
Faecal Dump Road-p2_1D,Faecal Dump Road,SE,Pore-DAB*356,Pore-DAB*751,Pore-DAB*650,Pore-DAB*785,Pore-DAB*276,,,,,11,11,8,13,9,,,,,5,4
Faecal Dump Road-p2_1E,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*664,Pore-DAB*791,Pore-DAB*276,Pore-DAB*806,Pore-DAB*805,,,,11,4,9,9,2,6,,,,6,5
Faecal Dump Road-p2_1F,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*650,Pore-DAB*276,,,,,,,11,8,9,,,,,,,3,3
Faecal Dump Road-p2_1G,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*649,Pore-DAB*256,,,,,,,11,8,9,,,,,,,3,3
Faecal Dump Road-p2_1H,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*103,,,,,,,,11,9,,,,,,,,2,2
Faecal Dump Road-p2_2A,Faecal Dump Road,SE,Pore-DAB*650,Pore-DAB*356,Pore-DAB*757,Pore-DAB*276,,,,,,8,11,6,9,,,,,,4,4
Faecal Dump Road-p2_2C,Faecal Dump Road,SE,Pore-DAB*752,Pore-DAB*356,Pore-DAB*711,Pore-DAB*276,,,,,,11,11,6,9,,,,,,4,3
Faecal Dump Road-p2_2D,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*652,Pore-DAB*271,Pore-DAB*788,,,,,,11,8,9,9,,,,,,4,3
Faecal Dump Road-p2_2E,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*649,Pore-DAB*276,,,,,,,11,8,9,,,,,,,3,3
Faecal Dump Road-p2_2F,Faecal Dump Road,SE,Pore-DAB*768,Pore-DAB*751,Pore-DAB*276,,,,,,,10,11,9,,,,,,,3,3
Faecal Dump Road-p2_2H,Faecal Dump Road,SE,Pore-DAB*735,Pore-DAB*773,Pore-DAB*276,,,,,,,8,12,9,,,,,,,3,3
Faecal Dump Road-p2_3A,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*650,Pore-DAB*276,Pore-DAB*103,,,,,,11,8,9,9,,,,,,4,3
Faecal Dump Road-p2_3B,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*753,Pore-DAB*788,Pore-DAB*791,,,,,,11,13,9,9,,,,,,4,3
Faecal Dump Road-p2_3D,Faecal Dump Road,SE,Pore-DAB*753,Pore-DAB*104,Pore-DAB*276,Pore-DAB*675,,,,,,13,9,9,1,,,,,,4,3
Faecal Dump Road-p2_3E,Faecal Dump Road,SE,Pore-DAB*771,Pore-DAB*757,Pore-DAB*256,,,,,,,12,6,9,,,,,,,3,3
Faecal Dump Road-p2_3F,Faecal Dump Road,SE,Pore-DAB*739,Pore-DAB*772,Pore-DAB*697,Pore-DAB*276,,,,,,10,12,15,9,,,,,,4,4
Faecal Dump Road-p2_3G,Faecal Dump Road,SE,Pore-DAB*770,Pore-DAB*747,,,,,,,,12,12,,,,,,,,2,1
Faecal Dump Road-p2_3H,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*757,Pore-DAB*788,Pore-DAB*103,,,,,,11,6,9,9,,,,,,4,3
Faecal Dump Road-p2_4A,Faecal Dump Road,SE,Pore-DAB*777,Pore-DAB*747,Pore-DAB*788,,,,,,,15,12,9,,,,,,,3,3
Faecal Dump Road-p2_4B,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*757,Pore-DAB*271,,,,,,,11,6,9,,,,,,,3,3
Faecal Dump Road-p2_4C,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*665,Pore-DAB*104,Pore-DAB*276,,,,,,11,15,9,9,,,,,,4,3
Faecal Dump Road-p2_4D,Faecal Dump Road,SE,Pore-DAB*751,Pore-DAB*757,Pore-DAB*788,,,,,,,11,6,9,,,,,,,3,3
Poole River-p2_4E,Poole River,SE,Pore-DAB*751,Pore-DAB*651,Pore-DAB*276,Pore-DAB*788,,,,,,11,8,9,9,,,,,,4,3
Poole River-p2_4F,Poole River,SE,Pore-DAB*735,Pore-DAB*773,Pore-DAB*103,Pore-DAB*276,,,,,,8,12,9,9,,,,,,4,3
Poole River-p2_4G,Poole River,SE,Pore-DAB*740,Pore-DAB*665,Pore-DAB*660,,,,,,,10,15,15,,,,,,,3,2
Poole River-p2_4H,Poole River,SE,Pore-DAB*762,Pore-DAB*766,Pore-DAB*736,Pore-DAB*256,,,,,,10,2,3,9,,,,,,4,4
Poole River-p2_5A,Poole River,SE,Pore-DAB*750,Pore-DAB*679,Pore-DAB*796,Pore-DAB*371,,,,,,11,14,9,9,,,,,,4,3
"Guayguayare Rd, pond-p3_6C","Guayguayare Rd, pond",SE,Pore-DAB*329,Pore-DAB*381,Pore-DAB*776,Pore-DAB*796,Pore-DAB*206,,,,,12,11,14,9,9,,,,,5,4
"Guayguayare Rd, pond-p3_6D","Guayguayare Rd, pond",SE,Pore-DAB*796,Pore-DAB*686,Pore-DAB*774,,,,,,,9,1,6,,,,,,,3,3
"Guayguayare Rd, pond-p3_6E","Guayguayare Rd, pond",SE,Pore-DAB*356,Pore-DAB*685,Pore-DAB*381,Pore-DAB*702,Pore-DAB*655,Pore-DAB*796,Pore-DAB*794,,,11,12,11,5,3,9,9,,,7,5
"Guayguayare Rd, pond-p3_6F","Guayguayare Rd, pond",SE,Pore-DAB*658,Pore-DAB*656,Pore-DAB*271,Pore-DAB*794,,,,,,4,3,9,9,,,,,,4,3
"Guayguayare Rd, pond-p3_6G","Guayguayare Rd, pond",SE,Pore-DAB*381,Pore-DAB*329,Pore-DAB*658,Pore-DAB*206,Pore-DAB*103,,,,,11,12,4,9,9,,,,,5,4
"Guayguayare Rd, pond-p3_6H","Guayguayare Rd, pond",SE,Pore-DAB*779,Pore-DAB*702,Pore-DAB*655,Pore-DAB*103,,,,,,4,5,3,9,,,,,,4,4
"Guayguayare Rd, pond-p3_7A","Guayguayare Rd, pond",SE,Pore-DAB*776,Pore-DAB*329,Pore-DAB*685,Pore-DAB*381,Pore-DAB*796,Pore-DAB*794,,,,14,12,12,11,9,9,,,,6,4
"Guayguayare Rd, pond-p3_7B","Guayguayare Rd, pond",SE,Pore-DAB*329,Pore-DAB*742,Pore-DAB*732,Pore-DAB*381,Pore-DAB*794,,,,,12,11,15,11,9,,,,,5,4
"Guayguayare Rd, pond-p3_7C","Guayguayare Rd, pond",SE,Pore-DAB*329,Pore-DAB*381,Pore-DAB*655,Pore-DAB*702,Pore-DAB*276,,,,,12,11,3,5,9,,,,,5,5
"Guayguayare Rd, pond-p3_7D","Guayguayare Rd, pond",SE,Pore-DAB*356,Pore-DAB*329,Pore-DAB*776,Pore-DAB*702,Pore-DAB*655,Pore-DAB*276,,,,11,12,14,5,3,9,,,,6,6
"Guayguayare Rd, pond-p3_7E","Guayguayare Rd, pond",SE,Pore-DAB*758,Pore-DAB*774,Pore-DAB*787,Pore-DAB*103,,,,,,11,6,9,9,,,,,,4,3
"Guayguayare Rd, pond-p3_7F","Guayguayare Rd, pond",SE,Pore-DAB*682,Pore-DAB*702,Pore-DAB*655,Pore-DAB*104,,,,,,14,5,3,9,,,,,,4,4
"Guayguayare Rd, pond-p3_7G","Guayguayare Rd, pond",SE,Pore-DAB*658,Pore-DAB*276,Pore-DAB*103,Pore-DAB*801,,,,,,4,9,9,3,,,,,,4,3
"Guayguayare Rd, pond-p3_7H","Guayguayare Rd, pond",SE,Pore-DAB*356,Pore-DAB*776,Pore-DAB*329,Pore-DAB*702,Pore-DAB*655,Pore-DAB*206,Pore-DAB*796,,,11,14,12,5,3,9,9,,,7,6
"Guayguayare Rd, pond-p3_8A","Guayguayare Rd, pond",SE,Pore-DAB*774,Pore-DAB*271,Pore-DAB*103,,,,,,,6,9,9,,,,,,,3,2
"Guayguayare Rd, pond-p3_8B","Guayguayare Rd, pond",SE,Pore-DAB*655,Pore-DAB*702,Pore-DAB*206,Pore-DAB*103,,,,,,3,5,9,9,,,,,,4,3
"Guayguayare Rd, pond-p3_8C","Guayguayare Rd, pond",SE,Pore-DAB*120,Pore-DAB*216,Pore-DAB*329,Pore-DAB*356,,,,,,8,11,12,11,,,,,,4,3
"Guayguayare Rd, pond-p3_8D","Guayguayare Rd, pond",SE,Pore-DAB*685,Pore-DAB*381,Pore-DAB*686,Pore-DAB*103,Pore-DAB*796,,,,,12,11,1,9,9,,,,,5,4
"Guayguayare Rd, pond-p3_8E","Guayguayare Rd, pond",SE,Pore-DAB*381,Pore-DAB*329,Pore-DAB*659,Pore-DAB*685,Pore-DAB*794,Pore-DAB*796,,,,11,12,4,12,9,9,,,,6,4
"Guayguayare Rd, pond-p3_8F","Guayguayare Rd, pond",SE,Pore-DAB*742,Pore-DAB*732,Pore-DAB*774,Pore-DAB*787,Pore-DAB*206,,,,,11,15,6,9,9,,,,,5,4
"Guayguayare Rd, pond-p3_8G","Guayguayare Rd, pond",SE,Pore-DAB*356,Pore-DAB*776,Pore-DAB*754,Pore-DAB*329,Pore-DAB*206,Pore-DAB*103,,,,11,14,8,12,9,9,,,,6,5
"Guayguayare Rd, pond-p3_8H","Guayguayare Rd, pond",SE,Pore-DAB*729,Pore-DAB*686,,,,,,,,10,1,,,,,,,,2,2
"Guayguayare Rd, pond-p3_9A","Guayguayare Rd, pond",SE,Pore-DAB*356,Pore-DAB*781,Pore-DAB*774,Pore-DAB*271,Pore-DAB*206,,,,,11,6,6,9,9,,,,,5,3
"Guayguayare Rd, pond-p3_9B","Guayguayare Rd, pond",SE,Pore-DAB*776,Pore-DAB*685,Pore-DAB*356,Pore-DAB*381,Pore-DAB*271,Pore-DAB*276,,,,14,12,11,11,9,9,,,,6,4
"Guayguayare Rd, pond-p3_9C","Guayguayare Rd, pond",SE,Pore-DAB*356,Pore-DAB*765,Pore-DAB*329,Pore-DAB*659,Pore-DAB*206,Pore-DAB*276,,,,11,5,12,4,9,9,,,,6,5
"Guayguayare Rd, pond-p3_9D","Guayguayare Rd, pond",SE,Pore-DAB*685,Pore-DAB*381,Pore-DAB*689,Pore-DAB*654,Pore-DAB*796,Pore-DAB*103,,,,12,11,10,2,9,9,,,,6,5
"Guayguayare Rd, pond-p3_9E","Guayguayare Rd, pond",SE,Pore-DAB*686,Pore-DAB*103,,,,,,,,1,9,,,,,,,,2,2
"Guayguayare Rd, pond-p3_9F","Guayguayare Rd, pond",SE,Pore-DAB*765,Pore-DAB*329,Pore-DAB*381,Pore-DAB*796,,,,,,5,12,11,9,,,,,,4,4
Brasse Terre-p2_10H,Basse Terre,SE,Pore-DAB*666,Pore-DAB*421,,,,,,,,4,6,,,,,,,,2,2
Brasse Terre-p2_11A,Basse Terre,SE,Pore-DAB*666,,,,,,,,,4,,,,,,,,,1,1
Brasse Terre-p2_11B,Basse Terre,SE,Pore-DAB*803,Pore-DAB*676,,,,,,,,12,7,,,,,,,,2,2
Brasse Terre-p2_11C,Basse Terre,SE,Pore-DAB*717,Pore-DAB*683,,,,,,,,14,12,,,,,,,,2,2
Brasse Terre-p2_11D,Basse Terre,SE,Pore-DAB*421,Pore-DAB*684,,,,,,,,6,12,,,,,,,,2,2
Brasse Terre-p2_11E,Basse Terre,SE,Pore-DAB*806,Pore-DAB*421,,,,,,,,2,6,,,,,,,,2,2
Brasse Terre-p2_11F,Basse Terre,SE,Pore-DAB*805,Pore-DAB*803,,,,,,,,6,12,,,,,,,,2,2
Brasse Terre-p2_11G,Basse Terre,SE,Pore-DAB*666,Pore-DAB*717,,,,,,,,4,14,,,,,,,,2,2
Brasse Terre-p2_11H,Basse Terre,SE,Pore-DAB*805,Pore-DAB*371,Pore-DAB*806,,,,,,,6,9,2,,,,,,,3,3
Brasse Terre-p2_12A,Basse Terre,SE,Pore-DAB*806,Pore-DAB*421,,,,,,,,2,6,,,,,,,,2,2
Brasse Terre-p2_12B,Basse Terre,SE,Pore-DAB*769,,,,,,,,,2,,,,,,,,,1,1
Brasse Terre-p2_12C,Basse Terre,SE,Pore-DAB*421,,,,,,,,,6,,,,,,,,,1,1
Brasse Terre-p2_12D,Basse Terre,SE,Pore-DAB*806,Pore-DAB*720,,,,,,,,2,6,,,,,,,,2,2
Brasse Terre-p2_12E,Basse Terre,SE,Pore-DAB*803,Pore-DAB*421,,,,,,,,12,6,,,,,,,,2,2
Brasse Terre-p2_12F,Basse Terre,SE,Pore-DAB*421,,,,,,,,,6,,,,,,,,,1,1
Brasse Terre-p2_12G,Basse Terre,SE,Pore-DAB*803,Pore-DAB*769,,,,,,,,12,2,,,,,,,,2,2
Brasse Terre-p2_12H,Basse Terre,SE,Pore-DAB*806,Pore-DAB*717,,,,,,,,2,14,,,,,,,,2,2
Brasse Terre-p3_1A,Basse Terre,SE,Pore-DAB*755,Pore-DAB*666,Pore-DAB*782,,,,,,,1,4,6,,,,,,,3,3
Brasse Terre-p3_1B,Basse Terre,SE,Pore-DAB*803,Pore-DAB*676,,,,,,,,12,7,,,,,,,,2,2
Brasse Terre-p3_1C,Basse Terre,SE,Pore-DAB*803,Pore-DAB*421,,,,,,,,12,6,,,,,,,,2,2
Brasse Terre-p3_1D,Basse Terre,SE,Pore-DAB*676,,,,,,,,,7,,,,,,,,,1,1
Brasse Terre-p3_1E,Basse Terre,SE,Pore-DAB*805,Pore-DAB*756,,,,,,,,6,6,,,,,,,,2,1
Brasse Terre-p3_1F,Basse Terre,SE,Pore-DAB*806,Pore-DAB*676,,,,,,,,2,7,,,,,,,,2,2
Brasse Terre-p3_1G,Basse Terre,SE,Pore-DAB*805,Pore-DAB*806,,,,,,,,6,2,,,,,,,,2,2
Brasse Terre-p3_2A,Basse Terre,SE,Pore-DAB*666,Pore-DAB*130,,,,,,,,4,13,,,,,,,,2,2
Brasse Terre-p3_2B,Basse Terre,SE,Pore-DAB*676,Pore-DAB*421,,,,,,,,7,6,,,,,,,,2,2
Brasse Terre-p3_2C,Basse Terre,SE,Pore-DAB*806,,,,,,,,,2,,,,,,,,,1,1
Brasse Terre-p3_2D,Basse Terre,SE,Pore-DAB*806,Pore-DAB*676,,,,,,,,2,7,,,,,,,,2,2
Brasse Terre-p3_2E,Basse Terre,SE,Pore-DAB*421,,,,,,,,,6,,,,,,,,,1,1
Oropuche South-p2_10A,Oropuche South,SE,Pore-DAB*709,Pore-DAB*701,Pore-DAB*371,Pore-DAB*795,,,,,,10,13,9,9,,,,,,4,3
Oropuche South-p2_10B,Oropuche South,SE,Pore-DAB*710,Pore-DAB*745,Pore-DAB*759,Pore-DAB*796,Pore-DAB*271,,,,,6,2,6,9,9,,,,,5,3
Oropuche South-p2_10C,Oropuche South,SE,Pore-DAB*674,Pore-DAB*718,Pore-DAB*318,,,,,,,14,14,9,,,,,,,3,2
Oropuche South-p2_10D,Oropuche South,SE,Pore-DAB*681,Pore-DAB*657,Pore-DAB*271,Pore-DAB*371,,,,,,6,3,9,9,,,,,,4,3
Oropuche South-p2_10E,Oropuche South,SE,Pore-DAB*661,Pore-DAB*358,Pore-DAB*727,Pore-DAB*794,Pore-DAB*103,,,,,14,15,3,9,9,,,,,5,4
Oropuche South-p2_10F,Oropuche South,SE,Pore-DAB*738,Pore-DAB*746,Pore-DAB*318,Pore-DAB*797,,,,,,3,2,9,9,,,,,,4,3
Oropuche South-p2_10G,Oropuche South,SE,Pore-DAB*726,Pore-DAB*681,Pore-DAB*792,Pore-DAB*371,,,,,,3,6,9,9,,,,,,4,3
Oropuche South-p2_7D,Oropuche South,SE,Pore-DAB*672,Pore-DAB*746,Pore-DAB*794,,,,,,,14,2,9,,,,,,,3,3
Oropuche South-p2_7E,Oropuche South,SE,Pore-DAB*755,Pore-DAB*671,Pore-DAB*782,Pore-DAB*797,,,,,,1,14,6,9,,,,,,4,4
Oropuche South-p2_7F,Oropuche South,SE,Pore-DAB*755,Pore-DAB*671,Pore-DAB*782,Pore-DAB*797,Pore-DAB*371,,,,,1,14,6,9,9,,,,,5,4
Oropuche South-p2_7G,Oropuche South,SE,Pore-DAB*755,Pore-DAB*671,Pore-DAB*782,Pore-DAB*797,,,,,,1,14,6,9,,,,,,4,4
Oropuche South-p2_7H,Oropuche South,SE,Pore-DAB*755,Pore-DAB*671,Pore-DAB*782,Pore-DAB*797,,,,,,1,14,6,9,,,,,,4,4
Oropuche South-p2_8A,Oropuche South,SE,Pore-DAB*701,Pore-DAB*710,Pore-DAB*722,Pore-DAB*794,Pore-DAB*276,,,,,13,6,11,9,9,,,,,5,4
Oropuche South-p2_8B,Oropuche South,SE,Pore-DAB*749,Pore-DAB*669,Pore-DAB*727,Pore-DAB*271,Pore-DAB*793,,,,,12,14,3,9,9,,,,,5,4
Oropuche South-p2_8C,Oropuche South,SE,Pore-DAB*673,Pore-DAB*670,Pore-DAB*790,Pore-DAB*318,,,,,,14,7,9,9,,,,,,4,3
Oropuche South-p2_8D,Oropuche South,SE,Pore-DAB*765,Pore-DAB*677,Pore-DAB*371,,,,,,,5,6,9,,,,,,,3,3
Oropuche South-p2_8E,Oropuche South,SE,Pore-DAB*717,Pore-DAB*712,Pore-DAB*276,Pore-DAB*794,,,,,,14,2,9,9,,,,,,4,3
Oropuche South-p2_8H,Oropuche South,SE,Pore-DAB*673,Pore-DAB*712,Pore-DAB*318,Pore-DAB*794,,,,,,14,2,9,9,,,,,,4,3
Oropuche South-p2_9A,Oropuche South,SE,Pore-DAB*667,Pore-DAB*712,,,,,,,,4,2,,,,,,,,2,2
Oropuche South-p2_9B,Oropuche South,SE,Pore-DAB*755,Pore-DAB*318,Pore-DAB*802,Pore-DAB*782,,,,,,1,9,8,6,,,,,,4,4
Oropuche South-p2_9C,Oropuche South,SE,Pore-DAB*718,Pore-DAB*738,Pore-DAB*276,,,,,,,14,3,9,,,,,,,3,3
Oropuche South-p2_9D,Oropuche South,SE,Pore-DAB*749,Pore-DAB*669,Pore-DAB*775,Pore-DAB*271,Pore-DAB*794,,,,,12,14,6,9,9,,,,,5,4
Oropuche South-p2_9E,Oropuche South,SE,Pore-DAB*673,Pore-DAB*737,Pore-DAB*669,Pore-DAB*318,Pore-DAB*796,,,,,14,3,14,9,9,,,,,5,3
Oropuche South-p2_9F,Oropuche South,SE,Pore-DAB*767,Pore-DAB*719,Pore-DAB*702,Pore-DAB*807,Pore-DAB*797,,,,,2,6,5,12,9,,,,,5,5
Oropuche South-p2_9G,Oropuche South,SE,Pore-DAB*743,Pore-DAB*678,,,,,,,,2,6,,,,,,,,2,2
Oropuche South-p2_9H,Oropuche South,SE,Pore-DAB*363,Pore-DAB*761,Pore-DAB*702,,,,,,,2,7,5,,,,,,,3,3
5th Company-p2_5F,5th Company,SE,Pore-DAB*672,Pore-DAB*363,Pore-DAB*702,Pore-DAB*807,,,,,,14,2,5,12,,,,,,4,4
5th Company-p2_5H,5th Company,SE,Pore-DAB*713,Pore-DAB*668,Pore-DAB*318,Pore-DAB*688,Pore-DAB*355,,,,,10,4,9,3,11,,,,,5,5
5th Company-p2_6A,5th Company,SE,Pore-DAB*354,Pore-DAB*674,Pore-DAB*358,Pore-DAB*795,,,,,,14,14,15,9,,,,,,4,3
5th Company-p2_6B,5th Company,SE,Pore-DAB*363,Pore-DAB*761,Pore-DAB*702,Pore-DAB*355,,,,,,2,7,5,11,,,,,,4,4
5th Company-p2_6C,5th Company,SE,Pore-DAB*354,Pore-DAB*680,Pore-DAB*358,Pore-DAB*318,,,,,,14,15,15,9,,,,,,4,3
5th Company-p2_6D,5th Company,SE,Pore-DAB*354,Pore-DAB*358,Pore-DAB*668,Pore-DAB*318,,,,,,14,15,4,9,,,,,,4,4
5th Company-p2_6E,5th Company,SE,Pore-DAB*784,Pore-DAB*605,,,,,,,,14,1,,,,,,,,2,2
5th Company-p2_6G,5th Company,SE,Pore-DAB*784,Pore-DAB*717,Pore-DAB*371,,,,,,,14,14,9,,,,,,,3,2
5th Company-p2_7A,5th Company,SE,Pore-DAB*605,Pore-DAB*727,Pore-DAB*371,Pore-DAB*795,,,,,,1,3,9,9,,,,,,4,3
5th Company-p2_7B,5th Company,SE,Pore-DAB*709,Pore-DAB*363,Pore-DAB*702,,,,,,,10,2,5,,,,,,,3,3
G101777,Mondesir,SW,Pore-DAB*553,Pore-DAB*836,Pore-DAB*643,,,,,,,7,10,9,,,,,,,3,3
G101778,Mondesir,SW,Pore-DAB*608,Pore-DAB*553,Pore-DAB*636,,,,,,,1,7,9,,,,,,,3,3
G101781,Mondesir,SW,Pore-DAB*553,Pore-DAB*256,Pore-DAB*271,,,,,,,7,9,9,,,,,,,3,2
G101782,Mondesir,SW,Pore-DAB*535,Pore-DAB*553,Pore-DAB*371,,,,,,,10,7,9,,,,,,,3,3
G101783,Mondesir,SW,Pore-DAB*130,Pore-DAB*553,Pore-DAB*104,,,,,,,13,7,9,,,,,,,3,3
G101784,Mondesir,SW,Pore-DAB*817,Pore-DAB*628,Pore-DAB*553,Pore-DAB*276,,,,,,9,6,7,9,,,,,,4,3
G101785,Mondesir,SW,Pore-DAB*355,Pore-DAB*848,Pore-DAB*271,Pore-DAB*256,,,,,,11,10,9,9,,,,,,4,3
G101786,Mondesir,SW,Pore-DAB*628,Pore-DAB*553,Pore-DAB*646,,,,,,,6,7,9,,,,,,,3,3
G101787,Mondesir,SW,Pore-DAB*849,Pore-DAB*556,Pore-DAB*271,,,,,,,10,7,9,,,,,,,3,3
G101794,Mondesir,SW,Pore-DAB*355,Pore-DAB*636,Pore-DAB*628,,,,,,,11,9,6,,,,,,,3,3
G101795,Mondesir,SW,Pore-DAB*130,Pore-DAB*628,Pore-DAB*636,,,,,,,13,6,9,,,,,,,3,3
G101800,Mondesir,SW,Pore-DAB*553,Pore-DAB*802,Pore-DAB*206,Pore-DAB*646,,,,,,7,8,9,9,,,,,,4,3
G101802,Mondesir,SW,Pore-DAB*628,Pore-DAB*256,,,,,,,,6,9,,,,,,,,2,2
G101803,Mondesir,SW,Pore-DAB*844,Pore-DAB*553,,,,,,,,10,7,,,,,,,,2,2
G101738,Silver Stream,SW,Pore-DAB*355,Pore-DAB*368,Pore-DAB*842,,,,,,,11,15,6,,,,,,,3,3
G101744,Silver Stream,SW,Pore-DAB*608,Pore-DAB*628,,,,,,,,1,6,,,,,,,,2,2
G101759,Silver Stream,SW,Pore-DAB*628,Pore-DAB*553,Pore-DAB*643,Pore-DAB*206,,,,,,6,7,9,9,,,,,,4,3
G101767,Silver Stream,SW,Pore-DAB*355,Pore-DAB*608,,,,,,,,11,1,,,,,,,,2,2
G110049,Morne River,SW,Pore-DAB*849,Pore-DAB*553,Pore-DAB*817,,,,,,,10,7,9,,,,,,,3,3
G110090,Morne River,SW,Pore-DAB*553,Pore-DAB*556,,,,,,,,7,7,,,,,,,,2,1
G110091,Morne River,SW,Pore-DAB*553,Pore-DAB*355,Pore-DAB*636,,,,,,,7,11,9,,,,,,,3,3
G110092,Morne River,SW,Pore-DAB*628,Pore-DAB*629,Pore-DAB*256,Pore-DAB*636,,,,,,6,14,9,9,,,,,,4,3
G110093,Morne River,SW,Pore-DAB*355,Pore-DAB*553,Pore-DAB*256,Pore-DAB*850,,,,,,11,7,9,13,,,,,,4,4
G110095,Morne River,SW,Pore-DAB*608,Pore-DAB*535,Pore-DAB*256,Pore-DAB*371,,,,,,1,10,9,9,,,,,,4,3
G110096,Morne River,SW,Pore-DAB*355,Pore-DAB*604,Pore-DAB*628,Pore-DAB*272,,,,,,11,10,6,12,,,,,,4,4
G110097,Morne River,SW,Pore-DAB*355,Pore-DAB*604,Pore-DAB*540,Pore-DAB*272,Pore-DAB*644,,,,,11,10,13,12,9,,,,,5,5
G110098,Morne River,SW,Pore-DAB*457,Pore-DAB*540,Pore-DAB*256,,,,,,,1,13,9,,,,,,,3,3
G110102,Morne River,SW,Pore-DAB*355,Pore-DAB*553,Pore-DAB*628,Pore-DAB*206,,,,,,11,7,6,9,,,,,,4,4
G110103,Morne River,SW,Pore-DAB*604,Pore-DAB*272,Pore-DAB*628,Pore-DAB*643,,,,,,10,12,6,9,,,,,,4,4
G110104,Morne River,SW,Pore-DAB*553,Pore-DAB*604,Pore-DAB*272,Pore-DAB*256,Pore-DAB*636,,,,,7,10,12,9,9,,,,,5,4
G110110,Morne River,SW,Pore-DAB*355,Pore-DAB*555,Pore-DAB*604,Pore-DAB*272,,,,,,11,14,10,12,,,,,,4,4
G110111,Morne River,SW,Pore-DAB*553,Pore-DAB*628,Pore-DAB*256,Pore-DAB*636,,,,,,7,6,9,9,,,,,,4,3
G110113,Morne River,SW,Pore-DAB*553,Pore-DAB*371,,,,,,,,7,9,,,,,,,,2,2
G110114,Morne River,SW,Pore-DAB*272,Pore-DAB*604,Pore-DAB*535,Pore-DAB*646,Pore-DAB*371,,,,,12,10,10,9,9,,,,,5,3
G110115,Morne River,SW,Pore-DAB*627,Pore-DAB*553,Pore-DAB*206,Pore-DAB*256,,,,,,6,7,9,9,,,,,,4,3
G110117,Morne River,SW,Pore-DAB*355,Pore-DAB*381,Pore-DAB*532,Pore-DAB*256,,,,,,11,11,12,9,,,,,,4,3
G110118,Morne River,SW,Pore-DAB*608,Pore-DAB*628,,,,,,,,1,6,,,,,,,,2,2
G110119,Morne River,SW,Pore-DAB*355,Pore-DAB*271,Pore-DAB*553,,,,,,,11,9,7,,,,,,,3,3
G110120,Morne River,SW,Pore-DAB*553,Pore-DAB*256,,,,,,,,7,9,,,,,,,,2,2
G110121,Morne River,SW,Pore-DAB*535,Pore-DAB*130,,,,,,,,10,13,,,,,,,,2,2
G110122,Morne River,SW,Pore-DAB*355,Pore-DAB*381,Pore-DAB*608,Pore-DAB*532,Pore-DAB*643,,,,,11,11,1,12,9,,,,,5,4
G110337,Morne River,SW,Pore-DAB*830,Pore-DAB*615,Pore-DAB*639,,,,,,,7,12,9,,,,,,,3,3
G110338,Morne River,SW,Pore-DAB*552,Pore-DAB*619,Pore-DAB*635,Pore-DAB*103,,,,,,7,2,9,9,,,,,,4,3
G110339,Morne River,SW,Pore-DAB*355,Pore-DAB*552,Pore-DAB*530,,,,,,,11,7,12,,,,,,,3,3
G110362,Morne River,SW,Pore-DAB*552,Pore-DAB*851,Pore-DAB*636,,,,,,,7,15,9,,,,,,,3,3
G110366,Morne River,SW,Pore-DAB*522,Pore-DAB*619,Pore-DAB*633,,,,,,,10,2,9,,,,,,,3,3
G110367,Morne River,SW,Pore-DAB*857,Pore-DAB*421,,,,,,,,10,6,,,,,,,,2,2
G110368,Morne River,SW,Pore-DAB*619,Pore-DAB*851,Pore-DAB*639,,,,,,,2,15,9,,,,,,,3,3
G110369,Morne River,SW,Pore-DAB*843,Pore-DAB*571,Pore-DAB*256,Pore-DAB*276,,,,,,7,2,9,9,,,,,,4,3
G110370,Morne River,SW,Pore-DAB*552,Pore-DAB*421,Pore-DAB*634,Pore-DAB*636,,,,,,7,6,9,9,,,,,,4,3
G110385,Morne River,SW,Pore-DAB*823,Pore-DAB*553,Pore-DAB*643,Pore-DAB*256,,,,,,5,7,9,9,,,,,,4,3
