"Generation","Allele","Count","Percentage"
"55","Allele_15",1,1.639344262295082
"56","Allele_1",0,0.0
"56","Allele_2",0,0.0
"56","Allele_3",15,24.193548387096776
"56","Allele_4",0,0.0
"56","Allele_5",3,4.838709677419355
"56","Allele_6",23,37.096774193548384
"56","Allele_7",0,0.0
"56","Allele_8",0,0.0
"56","Allele_9",3,4.838709677419355
"56","Allele_10",4,6.451612903225806
"56","Allele_11",0,0.0
"56","Allele_12",2,3.225806451612903
"56","Allele_13",8,12.903225806451612
"56","Allele_14",4,6.451612903225806
"56","Allele_15",0,0.0
"57","Allele_1",0,0.0
"57","Allele_2",0,0.0
"57","Allele_3",13,20.3125
"57","Allele_4",0,0.0
"57","Allele_5",2,3.125
"57","Allele_6",21,32.8125
"57","Allele_7",0,0.0
"57","Allele_8",0,0.0
"57","Allele_9",1,1.5625
"57","Allele_10",10,15.625
"57","Allele_11",7,10.9375
"57","Allele_12",1,1.5625
"57","Allele_13",6,9.375
"57","Allele_14",3,4.6875
"57","Allele_15",0,0.0
"58","Allele_1",0,0.0
"58","Allele_2",0,0.0
"58","Allele_3",22,29.72972972972973
"58","Allele_4",0,0.0
"58","Allele_5",2,2.7027027027027026
"58","Allele_6",22,29.72972972972973
"58","Allele_7",0,0.0
"58","Allele_8",0,0.0
"58","Allele_9",0,0.0
"58","Allele_10",5,6.756756756756757
"58","Allele_11",4,5.405405405405405
"58","Allele_12",1,1.3513513513513513
"58","Allele_13",12,16.216216216216218
"58","Allele_14",5,6.756756756756757
"58","Allele_15",1,1.3513513513513513
"59","Allele_1",0,0.0
"59","Allele_2",0,0.0
"59","Allele_3",32,47.76119402985074
"59","Allele_4",1,1.4925373134328357
"59","Allele_5",0,0.0
"59","Allele_6",21,31.343283582089555
"59","Allele_7",0,0.0
"59","Allele_8",0,0.0
"59","Allele_9",0,0.0
"59","Allele_10",2,2.9850746268656714
"59","Allele_11",3,4.477611940298507
"59","Allele_12",1,1.4925373134328357
"59","Allele_13",4,5.970149253731343
"59","Allele_14",3,4.477611940298507
"59","Allele_15",0,0.0
"60","Allele_1",0,0.0
"60","Allele_2",0,0.0
"60","Allele_3",37,50.68493150684932
"60","Allele_4",0,0.0
"60","Allele_5",0,0.0
"60","Allele_6",20,27.397260273972602
"60","Allele_7",1,1.36986301369863
"60","Allele_8",0,0.0
"60","Allele_9",0,0.0
"60","Allele_10",2,2.73972602739726
"60","Allele_11",8,10.95890410958904
"60","Allele_12",0,0.0
"60","Allele_13",4,5.47945205479452
"60","Allele_14",1,1.36986301369863
"60","Allele_15",0,0.0
"61","Allele_1",0,0.0
"61","Allele_2",1,1.36986301369863
"61","Allele_3",32,43.83561643835616
"61","Allele_4",0,0.0
"61","Allele_5",0,0.0
"61","Allele_6",15,20.54794520547945
"61","Allele_7",1,1.36986301369863
"61","Allele_8",0,0.0
"61","Allele_9",1,1.36986301369863
"61","Allele_10",5,6.8493150684931505
"61","Allele_11",6,8.21917808219178
"61","Allele_12",0,0.0
"61","Allele_13",8,10.95890410958904
"61","Allele_14",4,5.47945205479452
"61","Allele_15",0,0.0
"62","Allele_1",0,0.0
"62","Allele_2",0,0.0
"62","Allele_3",39,58.2089552238806
"62","Allele_4",0,0.0
"62","Allele_5",0,0.0
"62","Allele_6",18,26.865671641791046
"62","Allele_7",1,1.4925373134328357
"62","Allele_8",1,1.4925373134328357
"62","Allele_9",0,0.0
"62","Allele_10",2,2.9850746268656714
"62","Allele_11",2,2.9850746268656714
"62","Allele_12",0,0.0
"62","Allele_13",3,4.477611940298507
"62","Allele_14",1,1.4925373134328357
"62","Allele_15",0,0.0
"63","Allele_1",0,0.0
"63","Allele_2",0,0.0
"63","Allele_3",29,48.333333333333336
"63","Allele_4",0,0.0
"63","Allele_5",0,0.0
"63","Allele_6",16,26.666666666666668
"63","Allele_7",1,1.6666666666666667
"63","Allele_8",0,0.0
"63","Allele_9",0,0.0
"63","Allele_10",1,1.6666666666666667
"63","Allele_11",5,8.333333333333332
"63","Allele_12",2,3.3333333333333335
"63","Allele_13",4,6.666666666666667
"63","Allele_14",2,3.3333333333333335
"63","Allele_15",0,0.0
"64","Allele_1",0,0.0
"64","Allele_2",0,0.0
"64","Allele_3",20,57.14285714285714
"64","Allele_4",0,0.0
"64","Allele_5",1,2.857142857142857
"64","Allele_6",8,22.857142857142858
"64","Allele_7",0,0.0
"64","Allele_8",0,0.0
"64","Allele_9",0,0.0
"64","Allele_10",1,2.857142857142857
"64","Allele_11",2,5.714285714285714
"64","Allele_12",0,0.0
"64","Allele_13",2,5.714285714285714
"64","Allele_14",1,2.857142857142857
"64","Allele_15",0,0.0
"65","Allele_1",0,0.0
"65","Allele_2",0,0.0
"65","Allele_3",18,56.25
"65","Allele_4",0,0.0
"65","Allele_5",0,0.0
"65","Allele_6",9,28.125
"65","Allele_7",0,0.0
"65","Allele_8",0,0.0
"65","Allele_9",0,0.0
"65","Allele_10",1,3.125
"65","Allele_11",3,9.375
"65","Allele_12",0,0.0
"65","Allele_13",1,3.125
"65","Allele_14",0,0.0
"65","Allele_15",0,0.0
"66","Allele_1",0,0.0
"66","Allele_2",0,0.0
"66","Allele_3",14,51.85185185185185
"66","Allele_4",0,0.0
"66","Allele_5",0,0.0
"66","Allele_6",6,22.22222222222222
"66","Allele_7",0,0.0
"66","Allele_8",0,0.0
"66","Allele_9",0,0.0
"66","Allele_10",0,0.0
"66","Allele_11",6,22.22222222222222
"66","Allele_12",0,0.0
"66","Allele_13",1,3.7037037037037033
"66","Allele_14",0,0.0
"66","Allele_15",0,0.0
"67","Allele_1",0,0.0
"67","Allele_2",0,0.0
"67","Allele_3",16,61.53846153846154
"67","Allele_4",0,0.0
"67","Allele_5",1,3.8461538461538463
"67","Allele_6",5,19.230769230769234
"67","Allele_7",0,0.0
"67","Allele_8",0,0.0
"67","Allele_9",0,0.0
"67","Allele_10",0,0.0
"67","Allele_11",1,3.8461538461538463
"67","Allele_12",1,3.8461538461538463
"67","Allele_13",1,3.8461538461538463
"67","Allele_14",1,3.8461538461538463
"67","Allele_15",0,0.0
"68","Allele_1",0,0.0
"68","Allele_2",0,0.0
"68","Allele_3",8,44.44444444444444
"68","Allele_4",0,0.0
"68","Allele_5",0,0.0
"68","Allele_6",5,27.77777777777778
"68","Allele_7",0,0.0
"68","Allele_8",0,0.0
"68","Allele_9",0,0.0
"68","Allele_10",1,5.555555555555555
"68","Allele_11",2,11.11111111111111
"68","Allele_12",0,0.0
"68","Allele_13",2,11.11111111111111
"68","Allele_14",0,0.0
"68","Allele_15",0,0.0
"69","Allele_1",0,0.0
"69","Allele_2",0,0.0
"69","Allele_3",12,52.17391304347826
"69","Allele_4",0,0.0
"69","Allele_5",0,0.0
"69","Allele_6",6,26.08695652173913
"69","Allele_7",0,0.0
"69","Allele_8",0,0.0
"69","Allele_9",0,0.0
"69","Allele_10",1,4.3478260869565215
"69","Allele_11",2,8.695652173913043
"69","Allele_12",0,0.0
"69","Allele_13",2,8.695652173913043
"69","Allele_14",0,0.0
"69","Allele_15",0,0.0
"70","Allele_1",0,0.0
"70","Allele_2",0,0.0
"70","Allele_3",10,62.5
"70","Allele_4",0,0.0
"70","Allele_5",0,0.0
"70","Allele_6",3,18.75
"70","Allele_7",0,0.0
"70","Allele_8",0,0.0
"70","Allele_9",0,0.0
"70","Allele_10",1,6.25
"70","Allele_11",1,6.25
"70","Allele_12",0,0.0
"70","Allele_13",1,6.25
"70","Allele_14",0,0.0
"70","Allele_15",0,0.0
"71","Allele_1",0,0.0
"71","Allele_2",0,0.0
"71","Allele_3",10,43.47826086956522
"71","Allele_4",0,0.0
"71","Allele_5",0,0.0
"71","Allele_6",7,30.434782608695656
"71","Allele_7",0,0.0
"71","Allele_8",1,4.3478260869565215
"71","Allele_9",0,0.0
"71","Allele_10",1,4.3478260869565215
"71","Allele_11",2,8.695652173913043
"71","Allele_12",0,0.0
"71","Allele_13",1,4.3478260869565215
"71","Allele_14",1,4.3478260869565215
"71","Allele_15",0,0.0
"72","Allele_1",0,0.0
"72","Allele_2",0,0.0
"72","Allele_3",8,40.0
"72","Allele_4",0,0.0
"72","Allele_5",1,5.0
"72","Allele_6",4,20.0
"72","Allele_7",0,0.0
"72","Allele_8",0,0.0
"72","Allele_9",1,5.0
"72","Allele_10",1,5.0
"72","Allele_11",5,25.0
"72","Allele_12",0,0.0
"72","Allele_13",0,0.0
"72","Allele_14",0,0.0
"72","Allele_15",0,0.0
"73","Allele_1",0,0.0
"73","Allele_2",0,0.0
"73","Allele_3",10,58.82352941176471
"73","Allele_4",0,0.0
"73","Allele_5",0,0.0
"73","Allele_6",4,23.52941176470588
"73","Allele_7",0,0.0
"73","Allele_8",0,0.0
"73","Allele_9",0,0.0
"73","Allele_10",1,5.88235294117647
"73","Allele_11",0,0.0
"73","Allele_12",0,0.0
"73","Allele_13",2,11.76470588235294
"73","Allele_14",0,0.0
"73","Allele_15",0,0.0
"74","Allele_1",0,0.0
"74","Allele_2",0,0.0
"74","Allele_3",3,17.64705882352941
"74","Allele_4",0,0.0
"74","Allele_5",0,0.0
"74","Allele_6",8,47.05882352941176
"74","Allele_7",0,0.0
"74","Allele_8",1,5.88235294117647
"74","Allele_9",0,0.0
"74","Allele_10",2,11.76470588235294
"74","Allele_11",1,5.88235294117647
"74","Allele_12",1,5.88235294117647
"74","Allele_13",1,5.88235294117647
"74","Allele_14",0,0.0
"74","Allele_15",0,0.0
"75","Allele_1",0,0.0
"75","Allele_2",0,0.0
"75","Allele_3",14,58.33333333333333
"75","Allele_4",0,0.0
"75","Allele_5",0,0.0
"75","Allele_6",7,29.166666666666664
"75","Allele_7",1,4.166666666666666
"75","Allele_8",0,0.0
"75","Allele_9",0,0.0
"75","Allele_10",0,0.0
"75","Allele_11",2,8.333333333333332
"75","Allele_12",0,0.0
"75","Allele_13",0,0.0
"75","Allele_14",0,0.0
"75","Allele_15",0,0.0
"76","Allele_1",0,0.0
"76","Allele_2",0,0.0
"76","Allele_3",19,47.5
"76","Allele_4",0,0.0
"76","Allele_5",1,2.5
"76","Allele_6",9,22.5
"76","Allele_7",1,2.5
"76","Allele_8",0,0.0
"76","Allele_9",1,2.5
"76","Allele_10",1,2.5
"76","Allele_11",3,7.500000000000001
"76","Allele_12",0,0.0
"76","Allele_13",2,5.0
"76","Allele_14",3,7.500000000000001
"76","Allele_15",0,0.0
"77","Allele_1",1,2.3255813953488373
"77","Allele_2",0,0.0
"77","Allele_3",14,32.55813953488372
"77","Allele_4",0,0.0
"77","Allele_5",0,0.0
"77","Allele_6",12,27.906976744186046
"77","Allele_7",2,4.651162790697675
"77","Allele_8",1,2.3255813953488373
"77","Allele_9",1,2.3255813953488373
"77","Allele_10",1,2.3255813953488373
"77","Allele_11",5,11.627906976744185
"77","Allele_12",0,0.0
"77","Allele_13",3,6.976744186046512
"77","Allele_14",3,6.976744186046512
"77","Allele_15",0,0.0
"78","Allele_1",0,0.0
"78","Allele_2",1,1.7241379310344827
"78","Allele_3",34,58.620689655172406
"78","Allele_4",0,0.0
"78","Allele_5",1,1.7241379310344827
"78","Allele_6",16,27.586206896551722
"78","Allele_7",1,1.7241379310344827
"78","Allele_8",1,1.7241379310344827
"78","Allele_9",0,0.0
"78","Allele_10",0,0.0
"78","Allele_11",0,0.0
"78","Allele_12",0,0.0
"78","Allele_13",2,3.4482758620689653
"78","Allele_14",2,3.4482758620689653
"78","Allele_15",0,0.0
"79","Allele_1",0,0.0
"79","Allele_2",0,0.0
"79","Allele_3",26,44.827586206896555
"79","Allele_4",2,3.4482758620689653
"79","Allele_5",0,0.0
"79","Allele_6",17,29.310344827586203
"79","Allele_7",0,0.0
"79","Allele_8",0,0.0
"79","Allele_9",0,0.0
"79","Allele_10",2,3.4482758620689653
"79","Allele_11",6,10.344827586206897
"79","Allele_12",0,0.0
"79","Allele_13",3,5.172413793103448
"79","Allele_14",2,3.4482758620689653
"79","Allele_15",0,0.0
"80","Allele_1",0,0.0
"80","Allele_2",0,0.0
"80","Allele_3",32,50.79365079365079
"80","Allele_4",0,0.0
"80","Allele_5",2,3.1746031746031744
"80","Allele_6",16,25.396825396825395
"80","Allele_7",1,1.5873015873015872
"80","Allele_8",1,1.5873015873015872
"80","Allele_9",1,1.5873015873015872
"80","Allele_10",0,0.0
"80","Allele_11",4,6.349206349206349
"80","Allele_12",0,0.0
"80","Allele_13",1,1.5873015873015872
"80","Allele_14",5,7.936507936507936
"80","Allele_15",0,0.0
"81","Allele_1",0,0.0
"81","Allele_2",0,0.0
"81","Allele_3",29,44.61538461538462
"81","Allele_4",0,0.0
"81","Allele_5",1,1.5384615384615385
"81","Allele_6",21,32.30769230769231
"81","Allele_7",0,0.0
"81","Allele_8",0,0.0
"81","Allele_9",1,1.5384615384615385
"81","Allele_10",2,3.076923076923077
"81","Allele_11",7,10.76923076923077
"81","Allele_12",0,0.0
"81","Allele_13",1,1.5384615384615385
"81","Allele_14",3,4.615384615384616
"81","Allele_15",0,0.0
"82","Allele_1",0,0.0
"82","Allele_2",0,0.0
"82","Allele_3",34,51.515151515151516
"82","Allele_4",0,0.0
"82","Allele_5",3,4.545454545454546
"82","Allele_6",15,22.72727272727273
"82","Allele_7",1,1.5151515151515151
"82","Allele_8",1,1.5151515151515151
"82","Allele_9",0,0.0
"82","Allele_10",3,4.545454545454546
"82","Allele_11",4,6.0606060606060606
"82","Allele_12",0,0.0
"82","Allele_13",2,3.0303030303030303
"82","Allele_14",3,4.545454545454546
"82","Allele_15",0,0.0
"83","Allele_1",0,0.0
"83","Allele_2",0,0.0
"83","Allele_3",28,38.888888888888886
"83","Allele_4",1,1.3888888888888888
"83","Allele_5",0,0.0
"83","Allele_6",20,27.77777777777778
"83","Allele_7",1,1.3888888888888888
"83","Allele_8",1,1.3888888888888888
"83","Allele_9",0,0.0
"83","Allele_10",3,4.166666666666666
"83","Allele_11",8,11.11111111111111
"83","Allele_12",0,0.0
"83","Allele_13",4,5.555555555555555
"83","Allele_14",6,8.333333333333332
"83","Allele_15",0,0.0
"84","Allele_1",0,0.0
"84","Allele_2",0,0.0
"84","Allele_3",30,41.666666666666664
"84","Allele_4",1,1.3888888888888888
"84","Allele_5",0,0.0
"84","Allele_6",28,38.888888888888886
"84","Allele_7",1,1.3888888888888888
"84","Allele_8",0,0.0
"84","Allele_9",0,0.0
"84","Allele_10",2,2.7777777777777777
"84","Allele_11",5,6.944444444444445
"84","Allele_12",0,0.0
"84","Allele_13",2,2.7777777777777777
"84","Allele_14",3,4.166666666666666
"84","Allele_15",0,0.0
"85","Allele_1",0,0.0
"85","Allele_2",0,0.0
"85","Allele_3",22,38.59649122807017
"85","Allele_4",1,1.7543859649122806
"85","Allele_5",0,0.0
"85","Allele_6",11,19.298245614035086
"85","Allele_7",1,1.7543859649122806
"85","Allele_8",0,0.0
"85","Allele_9",0,0.0
"85","Allele_10",1,1.7543859649122806
"85","Allele_11",12,21.052631578947366
"85","Allele_12",0,0.0
"85","Allele_13",7,12.280701754385964
"85","Allele_14",2,3.508771929824561
"85","Allele_15",0,0.0
"86","Allele_1",0,0.0
"86","Allele_2",0,0.0
"86","Allele_3",27,42.857142857142854
"86","Allele_4",0,0.0
"86","Allele_5",0,0.0
"86","Allele_6",22,34.92063492063492
"86","Allele_7",0,0.0
"86","Allele_8",1,1.5873015873015872
"86","Allele_9",1,1.5873015873015872
"86","Allele_10",0,0.0
"86","Allele_11",3,4.761904761904762
"86","Allele_12",1,1.5873015873015872
"86","Allele_13",3,4.761904761904762
"86","Allele_14",5,7.936507936507936
"86","Allele_15",0,0.0
"87","Allele_1",0,0.0
"87","Allele_2",0,0.0
"87","Allele_3",22,47.82608695652174
"87","Allele_4",0,0.0
"87","Allele_5",1,2.1739130434782608
"87","Allele_6",14,30.434782608695656
"87","Allele_7",0,0.0
"87","Allele_8",0,0.0
"87","Allele_9",0,0.0
"87","Allele_10",2,4.3478260869565215
"87","Allele_11",4,8.695652173913043
"87","Allele_12",0,0.0
"87","Allele_13",2,4.3478260869565215
"87","Allele_14",1,2.1739130434782608
"87","Allele_15",0,0.0
"88","Allele_1",0,0.0
"88","Allele_2",0,0.0
"88","Allele_3",19,48.717948717948715
"88","Allele_4",0,0.0
"88","Allele_5",0,0.0
"88","Allele_6",14,35.8974358974359
"88","Allele_7",0,0.0
"88","Allele_8",0,0.0
"88","Allele_9",0,0.0
"88","Allele_10",1,2.564102564102564
"88","Allele_11",2,5.128205128205128
"88","Allele_12",0,0.0
"88","Allele_13",2,5.128205128205128
"88","Allele_14",1,2.564102564102564
"88","Allele_15",0,0.0
"89","Allele_1",0,0.0
"89","Allele_2",0,0.0
"89","Allele_3",13,33.33333333333333
"89","Allele_4",0,0.0
"89","Allele_5",0,0.0
"89","Allele_6",13,33.33333333333333
"89","Allele_7",0,0.0
"89","Allele_8",0,0.0
"89","Allele_9",0,0.0
"89","Allele_10",5,12.82051282051282
"89","Allele_11",6,15.384615384615385
"89","Allele_12",0,0.0
"89","Allele_13",1,2.564102564102564
"89","Allele_14",1,2.564102564102564
"89","Allele_15",0,0.0
"90","Allele_1",0,0.0
"90","Allele_2",0,0.0
"90","Allele_3",13,46.42857142857142
"90","Allele_4",0,0.0
"90","Allele_5",0,0.0
"90","Allele_6",9,32.14285714285714
"90","Allele_7",0,0.0
"90","Allele_8",1,3.571428571428571
"90","Allele_9",0,0.0
"90","Allele_10",0,0.0
"90","Allele_11",3,10.714285714285714
"90","Allele_12",0,0.0
"90","Allele_13",0,0.0
"90","Allele_14",2,7.142857142857142
"90","Allele_15",0,0.0
"91","Allele_1",1,3.8461538461538463
"91","Allele_2",0,0.0
"91","Allele_3",10,38.46153846153847
"91","Allele_4",1,3.8461538461538463
"91","Allele_5",0,0.0
"91","Allele_6",6,23.076923076923077
"91","Allele_7",0,0.0
"91","Allele_8",1,3.8461538461538463
"91","Allele_9",0,0.0
"91","Allele_10",1,3.8461538461538463
"91","Allele_11",4,15.384615384615385
"91","Allele_12",0,0.0
"91","Allele_13",1,3.8461538461538463
"91","Allele_14",1,3.8461538461538463
"91","Allele_15",0,0.0
"92","Allele_1",0,0.0
"92","Allele_2",0,0.0
"92","Allele_3",14,46.666666666666664
"92","Allele_4",1,3.3333333333333335
"92","Allele_5",0,0.0
"92","Allele_6",5,16.666666666666664
"92","Allele_7",1,3.3333333333333335
"92","Allele_8",0,0.0
"92","Allele_9",0,0.0
"92","Allele_10",2,6.666666666666667
"92","Allele_11",3,10.0
"92","Allele_12",0,0.0
"92","Allele_13",1,3.3333333333333335
"92","Allele_14",3,10.0
"92","Allele_15",0,0.0
"93","Allele_1",0,0.0
"93","Allele_2",0,0.0
"93","Allele_3",21,52.5
"93","Allele_4",0,0.0
"93","Allele_5",0,0.0
"93","Allele_6",11,27.500000000000004
"93","Allele_7",0,0.0
"93","Allele_8",0,0.0
"93","Allele_9",0,0.0
"93","Allele_10",1,2.5
"93","Allele_11",6,15.000000000000002
"93","Allele_12",0,0.0
"93","Allele_13",1,2.5
"93","Allele_14",0,0.0
"93","Allele_15",0,0.0
"94","Allele_1",0,0.0
"94","Allele_2",0,0.0
"94","Allele_3",16,61.53846153846154
"94","Allele_4",1,3.8461538461538463
"94","Allele_5",0,0.0
"94","Allele_6",3,11.538461538461538
"94","Allele_7",1,3.8461538461538463
"94","Allele_8",0,0.0
"94","Allele_9",1,3.8461538461538463
"94","Allele_10",2,7.6923076923076925
"94","Allele_11",1,3.8461538461538463
"94","Allele_12",0,0.0
"94","Allele_13",1,3.8461538461538463
"94","Allele_14",0,0.0
"94","Allele_15",0,0.0
"95","Allele_1",0,0.0
"95","Allele_2",0,0.0
"95","Allele_3",7,43.75
"95","Allele_4",0,0.0
"95","Allele_5",0,0.0
"95","Allele_6",4,25.0
"95","Allele_7",0,0.0
"95","Allele_8",0,0.0
"95","Allele_9",0,0.0
"95","Allele_10",0,0.0
"95","Allele_11",2,12.5
"95","Allele_12",0,0.0
"95","Allele_13",2,12.5
"95","Allele_14",1,6.25
"95","Allele_15",0,0.0
"96","Allele_1",0,0.0
"96","Allele_2",0,0.0
"96","Allele_3",6,28.57142857142857
"96","Allele_4",0,0.0
"96","Allele_5",0,0.0
"96","Allele_6",9,42.857142857142854
"96","Allele_7",1,4.761904761904762
"96","Allele_8",0,0.0
"96","Allele_9",0,0.0
"96","Allele_10",1,4.761904761904762
"96","Allele_11",1,4.761904761904762
"96","Allele_12",0,0.0
"96","Allele_13",2,9.523809523809524
"96","Allele_14",1,4.761904761904762
"96","Allele_15",0,0.0
"97","Allele_1",0,0.0
"97","Allele_2",0,0.0
"97","Allele_3",7,46.666666666666664
"97","Allele_4",0,0.0
"97","Allele_5",0,0.0
"97","Allele_6",6,40.0
"97","Allele_7",0,0.0
"97","Allele_8",0,0.0
"97","Allele_9",0,0.0
"97","Allele_10",1,6.666666666666667
"97","Allele_11",1,6.666666666666667
"97","Allele_12",0,0.0
"97","Allele_13",0,0.0
"97","Allele_14",0,0.0
"97","Allele_15",0,0.0
"98","Allele_1",0,0.0
"98","Allele_2",0,0.0
"98","Allele_3",9,42.857142857142854
"98","Allele_4",1,4.761904761904762
"98","Allele_5",0,0.0
"98","Allele_6",6,28.57142857142857
"98","Allele_7",1,4.761904761904762
"98","Allele_8",1,4.761904761904762
"98","Allele_9",0,0.0
"98","Allele_10",0,0.0
"98","Allele_11",0,0.0
"98","Allele_12",0,0.0
"98","Allele_13",2,9.523809523809524
"98","Allele_14",1,4.761904761904762
"98","Allele_15",0,0.0
"99","Allele_1",0,0.0
"99","Allele_2",0,0.0
"99","Allele_3",14,63.63636363636363
"99","Allele_4",0,0.0
"99","Allele_5",0,0.0
"99","Allele_6",5,22.72727272727273
"99","Allele_7",0,0.0
"99","Allele_8",0,0.0
"99","Allele_9",0,0.0
"99","Allele_10",0,0.0
"99","Allele_11",1,4.545454545454546
"99","Allele_12",0,0.0
"99","Allele_13",2,9.090909090909092
"99","Allele_14",0,0.0
"99","Allele_15",0,0.0
"100","Allele_1",0,0.0
"100","Allele_2",0,0.0
"100","Allele_3",14,40.0
"100","Allele_4",0,0.0
"100","Allele_5",0,0.0
"100","Allele_6",11,31.428571428571427
"100","Allele_7",1,2.857142857142857
"100","Allele_8",0,0.0
"100","Allele_9",0,0.0
"100","Allele_10",1,2.857142857142857
"100","Allele_11",4,11.428571428571429
"100","Allele_12",0,0.0
"100","Allele_13",4,11.428571428571429
"100","Allele_14",0,0.0
"100","Allele_15",0,0.0
"101","Allele_1",0,0.0
"101","Allele_2",0,0.0
"101","Allele_3",20,54.054054054054056
"101","Allele_4",0,0.0
"101","Allele_5",1,2.7027027027027026
"101","Allele_6",6,16.216216216216218
"101","Allele_7",0,0.0
"101","Allele_8",1,2.7027027027027026
"101","Allele_9",0,0.0
"101","Allele_10",2,5.405405405405405
"101","Allele_11",3,8.108108108108109
"101","Allele_12",0,0.0
"101","Allele_13",4,10.81081081081081
"101","Allele_14",0,0.0
"101","Allele_15",0,0.0
"102","Allele_1",0,0.0
"102","Allele_2",0,0.0
"102","Allele_3",26,46.42857142857142
"102","Allele_4",0,0.0
"102","Allele_5",0,0.0
"102","Allele_6",17,30.357142857142854
"102","Allele_7",0,0.0
"102","Allele_8",3,5.357142857142857
"102","Allele_9",0,0.0
"102","Allele_10",3,5.357142857142857
"102","Allele_11",4,7.142857142857142
"102","Allele_12",0,0.0
"102","Allele_13",2,3.571428571428571
"102","Allele_14",1,1.7857142857142856
"102","Allele_15",0,0.0
"103","Allele_1",0,0.0
"103","Allele_2",0,0.0
"103","Allele_3",29,42.64705882352941
"103","Allele_4",2,2.941176470588235
"103","Allele_5",0,0.0
"103","Allele_6",21,30.88235294117647
"103","Allele_7",1,1.4705882352941175
"103","Allele_8",0,0.0
"103","Allele_9",0,0.0
"103","Allele_10",2,2.941176470588235
"103","Allele_11",11,16.176470588235293
"103","Allele_12",0,0.0
"103","Allele_13",0,0.0
"103","Allele_14",2,2.941176470588235
"103","Allele_15",0,0.0
"104","Allele_1",0,0.0
"104","Allele_2",0,0.0
"104","Allele_3",28,44.44444444444444
"104","Allele_4",1,1.5873015873015872
"104","Allele_5",1,1.5873015873015872
"104","Allele_6",16,25.396825396825395
"104","Allele_7",2,3.1746031746031744
"104","Allele_8",0,0.0
"104","Allele_9",0,0.0
"104","Allele_10",2,3.1746031746031744
"104","Allele_11",11,17.46031746031746
"104","Allele_12",0,0.0
"104","Allele_13",1,1.5873015873015872
"104","Allele_14",1,1.5873015873015872
"104","Allele_15",0,0.0
"105","Allele_1",0,0.0
"105","Allele_2",0,0.0
"105","Allele_3",27,55.10204081632652
"105","Allele_4",1,2.0408163265306123
"105","Allele_5",0,0.0
"105","Allele_6",10,20.40816326530612
"105","Allele_7",1,2.0408163265306123
"105","Allele_8",0,0.0
"105","Allele_9",0,0.0
"105","Allele_10",1,2.0408163265306123
"105","Allele_11",7,14.285714285714285
"105","Allele_12",0,0.0
"105","Allele_13",1,2.0408163265306123
"105","Allele_14",1,2.0408163265306123
"105","Allele_15",0,0.0
"106","Allele_1",0,0.0
"106","Allele_2",0,0.0
"106","Allele_3",26,50.98039215686274
"106","Allele_4",1,1.9607843137254901
"106","Allele_5",0,0.0
"106","Allele_6",11,21.568627450980394
"106","Allele_7",0,0.0
"106","Allele_8",2,3.9215686274509802
"106","Allele_9",0,0.0
"106","Allele_10",1,1.9607843137254901
"106","Allele_11",9,17.64705882352941
"106","Allele_12",0,0.0
"106","Allele_13",1,1.9607843137254901
"106","Allele_14",0,0.0
"106","Allele_15",0,0.0
"107","Allele_1",0,0.0
"107","Allele_2",1,2.272727272727273
"107","Allele_3",22,50.0
"107","Allele_4",0,0.0
"107","Allele_5",0,0.0
"107","Allele_6",13,29.545454545454547
"107","Allele_7",1,2.272727272727273
"107","Allele_8",0,0.0
"107","Allele_9",0,0.0
"107","Allele_10",2,4.545454545454546
"107","Allele_11",3,6.8181818181818175
"107","Allele_12",0,0.0
"107","Allele_13",1,2.272727272727273
"107","Allele_14",1,2.272727272727273
"107","Allele_15",0,0.0
"108","Allele_1",1,2.5
"108","Allele_2",1,2.5
"108","Allele_3",21,52.5
"108","Allele_4",0,0.0
"108","Allele_5",1,2.5
"108","Allele_6",7,17.5
"108","Allele_7",1,2.5
"108","Allele_8",0,0.0
"108","Allele_9",0,0.0
"108","Allele_10",0,0.0
"108","Allele_11",5,12.5
"108","Allele_12",0,0.0
"108","Allele_13",1,2.5
"108","Allele_14",2,5.0
"108","Allele_15",0,0.0
"109","Allele_1",1,2.380952380952381
"109","Allele_2",0,0.0
"109","Allele_3",21,50.0
"109","Allele_4",0,0.0
"109","Allele_5",0,0.0
"109","Allele_6",10,23.809523809523807
"109","Allele_7",1,2.380952380952381
"109","Allele_8",1,2.380952380952381
"109","Allele_9",0,0.0
"109","Allele_10",0,0.0
"109","Allele_11",5,11.904761904761903
"109","Allele_12",0,0.0
"109","Allele_13",1,2.380952380952381
"109","Allele_14",2,4.761904761904762
"109","Allele_15",0,0.0
"110","Allele_1",0,0.0
"110","Allele_2",0,0.0
"110","Allele_3",17,51.515151515151516
"110","Allele_4",0,0.0
"110","Allele_5",0,0.0
"110","Allele_6",10,30.303030303030305
"110","Allele_7",0,0.0
"110","Allele_8",0,0.0
"110","Allele_9",0,0.0
"110","Allele_10",0,0.0
"110","Allele_11",6,18.181818181818183
"110","Allele_12",0,0.0
"110","Allele_13",0,0.0
"110","Allele_14",0,0.0
"110","Allele_15",0,0.0
"111","Allele_1",0,0.0
"111","Allele_2",0,0.0
"111","Allele_3",20,55.55555555555556
"111","Allele_4",1,2.7777777777777777
"111","Allele_5",0,0.0
"111","Allele_6",11,30.555555555555554
"111","Allele_7",0,0.0
"111","Allele_8",0,0.0
"111","Allele_9",0,0.0
