"","Diego Martin","Curaguate","Las Cuevas","Yarra 1","Yarra 2","Damier 1","Damier 2","Marianne 16","Marianne 3","Marianne 4","Marianne 10","Marianne 11","Paria 12","Paria 3","Paria 13","Paria 7","Paria 8","Shark river","San Souci","Mission River","Tompire","Cumana","Arima 1","Arima 2","El cedro 1","El cedro 2","Guanapo 1","Guanapo 2","Aripo 1","Aripo 2","Quare 1","Quare 2","Turure 2","Turure 3","La Seiva","Matura","Faecal Dump Road","Poole River","Guayguayare Rd, pond","Basse Terre","Oropuche South","5th Company","Mondesir","Silver Stream","Morne River","Pitch Lake","Pitch lake","Vance River","Stollmeyer","Point Fortin 1","Point Fortin 2","Snake River","Windward Rd.","Barbados","P. picta"
"Quare 2",0.347998853591351,0.221289473839456,0.260058275934556,0.371648245323451,0.305838637445986,0.230430323028451,0.307260838704673,0.275282567074613,0.432982750398564,0.433663288370919,0.888137903476756,0.892494544074391,0.385493524402553,0.390868165732548,0.337460399609853,0.316875893444876,0.335641595341291,0.411265267183269,0.23188862055851,0.734714031301492,0.674733566580139,0.821207430340557,0.138188097743261,0.0684730663944695,0.366285192331772,0.180129492354542,0.330398176517098,0.182286227545214,0.518263865802927,0.0746121730469673,0.0332457182039066,0,0.189460269647951,0.154907068543941,0.385981440482359,0.23723090655472,0.168022897334988,0.0271128357607219,0.202601612919465,0.512771775785743,0.10140417362061,0.310115026474347,0.206137068320325,0.247802018886356,0.13668519673792,0.104326276578753,0.0931174089068826,0.109556989689661,0.050707654294072,0.325179883977946,0.244228469816353,0.107600663817566,0.157026911576249,0.182231962238705,0.117390083426049
"Turure 2",0.210200182341601,0.169687840683072,0.155007126280348,0.347594308707065,0.284610536748408,0.188008931599415,0.263282545199108,0.189825803070544,0.46714495155627,0.433596542153103,0.789308768222773,0.776553060000923,0.388477990563317,0.406326632208421,0.327215476175433,0.359531631590547,0.410141187675358,0.209797832659613,0.0838181724666682,0.578676073744397,0.643906581740977,0.986198547215496,0.0818088347053075,0.208645420912572,0.256133022028768,0.0772556824419732,0.237894850161015,0.0714243762775342,0.461816935509135,0.0667737233105449,0.310016791748055,0.189460269647951,0,0.0653374441764192,0.236437415964749,0.217570455008134,0.156638321006903,0.0800210521498362,0.159061006855481,0.852867087052657,0.164057387364712,0.327410468319559,0.140079016681299,0.460425979489876,0.14044604722718,0.146502551362491,0.0774753437077882,0.179474829231051,0.12756437794331,0.206220745196603,0.104763467771715,0.142100849527838,0.127684109110616,0.1671581769437,0.1240479514708
"Turure 3",0.277423379652782,0.246835772696494,0.25019311647069,0.422897239702817,0.35598508584267,0.262868973814205,0.341640408730252,0.320592353368013,0.500209470612761,0.472632428583989,0.855570342642956,0.859666597003909,0.444156969613413,0.468563857089993,0.3601833327943,0.387035986252623,0.370983657117492,0.330898251153396,0.104436352310233,0.537257362336361,0.759556633000191,0.932103655086568,0.0798748357282478,0.171352205260281,0.145095155704574,0.0797185947546758,0.349522575660592,0.14840590431939,0.312160735789641,0.151154039917155,0.18445891679986,0.154907068543941,0.0653374441764192,0,0.252963685871772,0.290909629913622,0.0314337165699116,0.0646730861152364,0.124566666934777,0.890659517145086,0.240009263268122,0.322105709140981,0.172989542796269,0.309259756705936,0.119445125422903,0.20605327079554,0.0960584972561018,0.190327761550372,0.166183852814029,0.199135012880067,0.0504864882602917,0.179887333027744,0.23958919320113,0.0662002152852526,0.16582086979835
"La Seiva",0.316572359780261,0.547820218302638,0.567989630337887,0.626677369384573,0.510002893220787,0.468081564696791,0.539270038001239,0.429154453209007,0.625287440399903,0.615298120032728,0.624935552073924,0.610559732476233,0.602005634959928,0.626924858647232,0.538748509871632,0.504797490894241,0.526437246030379,0.465004217192318,0.313423372040991,0.574758366355072,0.461257456833594,0.973590855340954,0.339858308009862,0.342533770277018,0.439645769848142,0.30132910847593,0.407987451780488,0.22797109614949,0.483070201035873,0.319018432018949,0.417883938695738,0.385981440482359,0.236437415964749,0.252963685871772,0,0.442610206914344,0.326283378580539,0.088700994675965,0.229637707740322,0.655225062203121,0.325155708842529,0.0847845075919487,0.444321574698662,0.555941675921613,0.28553495497327,0.44425254418439,0.332995982774467,0.330837456292921,0.313268656525734,0.343676530954958,0.216358140847721,0.352660965035707,0.508574786952689,0.396790187891441,0.45862960568843
"Matura",0.259306842934409,0.0837833539918046,0.130824203595791,0.416590007764125,0.360075402542835,0.281045858789955,0.360839932657753,0.191195914991837,0.478918577386934,0.502935617629516,0.973939269567198,0.97873523787872,0.445732663949805,0.441534238272908,0.40580554808505,0.429874143050856,0.420490528743754,0.242063037309811,0.297347480847609,0.824857056876317,0.49516924623935,0.541258969341161,0.208865456859328,0.412198032331388,0.460464807740964,0.302492648876204,0.283084036688175,0.24338242689899,0.688313808155804,0.218636340110384,0.207679861966293,0.23723090655472,0.217570455008134,0.290909629913622,0.442610206914344,0,0.318011591500039,0.209796579008217,0.282217840254628,0.814598212964255,0.218988298070576,0.428917176360591,0.279246693356307,0.572453839004245,0.291947047492809,0.230577030860263,0.110443170027068,0.319019936664178,0.311174264762845,0.462927460601992,0.384739978733401,0.148284581282342,0.217526199669057,0.327061103861212,0.0730441508539494
"Faecal Dump Road",0.319510085769372,0.299887899436978,0.306786559581695,0.456201235592505,0.377162470487706,0.296396004581104,0.385141414899935,0.367654056344129,0.509514282626207,0.481968761768592,0.876057925992783,0.88637139152392,0.463878232344326,0.496070428711168,0.376091145675187,0.402225894069297,0.34938781235597,0.415740499000026,0.19255987591258,0.684391913497637,0.741228820811227,0.938566552901024,0.0680401920152658,0.284657952061981,0.0765037317642715,0.0341794900661508,0.272318272382544,0.102520514171466,0.25396543658005,0.151988895788436,0.150963158786133,0.168022897334988,0.156638321006903,0.0314337165699116,0.326283378580539,0.318011591500039,0,0.110963801844001,0.0617066391861583,0.754661180403755,0.246544688692905,0.385596399099775,0.21372061482821,0.0940150082362272,0.141520063026354,0.178635635602915,0.0908516080820855,0.191435334369611,0.218382623946723,0.298938157794554,0.152287203242618,0.135338775327749,0.175868514634814,0.130719566997294,0.207843724272135
"Poole River",0.0584336418428149,0.18070358201779,0.195480787137625,0.285188389946076,0.144555644672747,0.0598033024387523,0.16503476931499,0.283095804834935,0.275841942013477,0.247822887776637,0.792163335740479,0.823904721395151,0.228074477588412,0.283990190588371,0.134515913043973,0.145957239668991,0.141734346345297,0.249855403289865,0.0639409768470794,0.572623803422025,0.778022462012772,1,0.072671297973228,0.102625187388874,0.10489846772607,0.109288460581375,0.134328186218023,0.120651722041257,0.276924452878319,0.109451350192884,0.136014403510856,0.0271128357607219,0.0800210521498362,0.0646730861152364,0.088700994675965,0.209796579008217,0.110963801844001,0,0.133909287257019,0.823020850991694,0.0573955262701582,0.0837628865979378,0.109237536656892,0.250312369845897,0.0115661294859947,0.0692943420216147,0.111140478393022,0.0637655426486701,0.021166234418138,0.0739155143019512,0.141499008963183,0.093899550837076,0.117237376668601,0.213516367476241,0.0151441133365904
"Guayguayare Rd, pond",0.340619996245806,0.269343041850161,0.28897018553608,0.356874741793262,0.270635988828713,0.235237671858252,0.297886864067944,0.341289746216891,0.463550234240291,0.436798477833724,0.893128315623722,0.893854348293405,0.392488585455222,0.395729151907756,0.34588948714352,0.376962336191472,0.357998559761804,0.345517007534765,0.223981077634407,0.641963482816593,0.638196949470276,1,0.104331947369796,0.363825713351702,0.204038431275742,0.0791233378090364,0.197038920903683,0.0683767350162967,0.421530027791174,0.150638064736104,0.210833868842375,0.202601612919465,0.159061006855481,0.124566666934777,0.229637707740322,0.282217840254628,0.0617066391861583,0.133909287257019,0,0.710002900464691,0.153087386488501,0.230073254185133,0.254167059045108,0.203800786369594,0.140560823177264,0.16720646618452,0.0279978869519282,0.15033848546736,0.198755312550954,0.396614068089005,0.219462144940059,0.146075187719284,0.179013573444429,0.15176450627757,0.237976086218298
"Basse Terre",0.874598588386813,0.859446450060168,0.871056873129173,0.954498341261035,0.896113709192772,0.898317055436859,0.949728172439488,0.836265491119655,0.972263672647514,0.975054608644812,0.850166270783848,0.831515282427908,0.971411732624931,0.970793255189065,0.968434454422494,0.866204227061003,0.966131950307562,0.901312054500725,0.94940049958368,0.99049451171212,0.666210969541204,0.968,0.875398749521501,0.546200377425185,0.919856723448451,0.755990371174768,0.637745070982796,0.626637251661017,0.767501036572552,0.669509428057272,0.597026384741941,0.512771775785743,0.852867087052657,0.890659517145086,0.655225062203121,0.814598212964255,0.754661180403755,0.823020850991694,0.710002900464691,0,0.522317269416448,0.670229007633588,0.641628959276018,0.274241522903034,0.567922819944425,0.595533845080251,0.828877005347594,0.444091078760732,0.448112339799277,0.811066126855601,0.806291390728477,0.543736074175232,0.524286647789153,0.761363636363636,0.740634005763689
"Oropuche South",0.189677911981119,0.205755395683453,0.224668090541252,0.332346632532153,0.238866773018966,0.191194001670065,0.275098970668734,0.336683291813448,0.444399446771741,0.426666500193525,0.96279749579791,0.967431040212695,0.369950587895838,0.369354082029885,0.343657391445827,0.332704406962498,0.405408520271661,0.18922002111659,0.221229868228404,0.751584969846915,0.780404459133942,0.967123287671233,0.198438877820961,0.245745103074732,0.4381426165264,0.208941025732836,0.242079591068863,0.154384254762598,0.597453448519711,0.127948420167394,0.245185127445631,0.10140417362061,0.164057387364712,0.240009263268122,0.325155708842529,0.218988298070576,0.246544688692905,0.0573955262701582,0.153087386488501,0.522317269416448,0,0.135101404056163,0.181464318813717,0.203486015403324,0.153395546078561,0.0725031266750047,0.107335032568678,0.136904918533734,0.104583777903304,0.367875448733946,0.294640965897056,0.0231166623070891,0.0597514696033931,0.26046511627907,0.103024342267028
"5th Company",0.153759820426487,0.440011045147038,0.480155532980699,0.550818251088788,0.378257032467665,0.345868179740232,0.448887258314551,0.493020885518337,0.451697047139267,0.441280399085429,0.683191054657185,0.712446351931331,0.445995018156718,0.505044861471719,0.3807235661238,0.370748963768296,0.380988504405672,0.331887980911086,0.258880136549573,0.607119657009224,0.728076923076923,1,0.316179021625997,0.405837084361841,0.562441990415396,0.386257732239693,0.399179588042732,0.363031472068461,0.600617953013049,0.309812883873732,0.385748331206162,0.310115026474347,0.327410468319559,0.322105709140981,0.0847845075919487,0.428917176360591,0.385596399099775,0.0837628865979378,0.230073254185133,0.670229007633588,0.135101404056163,0,0.437257438551099,0.362706530291109,0.299907882616134,0.444015444015444,0.328671328671328,0.334841000737379,0.315583634175692,0.36766371327693,0.293983244478294,0.279457921445543,0.453726863431716,0.453389830508474,0.311902693310166
"Mondesir",0.368446720312119,0.0770064096777107,0.0880690625521668,0.409905890184313,0.328961855701759,0.257413766327886,0.351600846354232,0.336502519096375,0.540368199722345,0.519273627734214,0.963999522885243,0.962908011869436,0.470378982094239,0.476277815835414,0.419279887422894,0.412327809137471,0.486315193145204,0.35025343755972,0.209840703154436,0.641772044470848,0.795121951219512,0.924050632911392,0.20895102929811,0.240285388270994,0.384982951837413,0.188693496694933,0.312783107129855,0.179571422670967,0.307938133262867,0.165564051894492,0.328335871972756,0.206137068320325,0.140079016681299,0.172989542796269,0.444321574698662,0.279246693356307,0.21372061482821,0.109237536656892,0.254167059045108,0.641628959276018,0.181464318813717,0.437257438551099,0,0.176867876741241,0.00924063844411094,0.128605676281804,0.150701647345943,0.062734324557485,0.0534371643394203,0.265887053144118,0.0661531490711373,0.145181892946508,0.108134596537079,0.0940594059405939,0.186871360508205
"Silver Stream",0.509400356224025,0.488991573797227,0.506058857472591,0.644697638235918,0.518218713763268,0.456241270534609,0.569190523081303,0.611898686324544,0.589394912461955,0.56733526964154,0.844002881874472,0.872551333490678,0.5834154999014,0.643127500811074,0.502705396554179,0.435449702374751,0.466575482988545,0.640005091865745,0.39566781447781,0.838874680306905,0.911938608630016,1,0.339182167331877,0.403029403029403,0.404152313564845,0.24239901428619,0.255748125778633,0.219275819257032,0.282593510744662,0.353340146799219,0.317906957994034,0.247802018886356,0.460425979489876,0.309259756705936,0.555941675921613,0.572453839004245,0.0940150082362272,0.250312369845897,0.203800786369594,0.274241522903034,0.203486015403324,0.362706530291109,0.176867876741241,0,0.116735977567898,0.180554426469393,0.340420915599913,0.1821003403913,0.242609333007574,0.323848061610755,0.242949035131123,0.0661100308818481,0.0718857705563761,0.134615384615384,0.35483870967742
"Morne River",0.373027134830947,0.175028286985,0.197684413103958,0.460186144724138,0.353566555217696,0.281458217151778,0.37802985438117,0.382679168102609,0.537982440142953,0.516414862300363,0.919564735851146,0.925819858205567,0.481856199286895,0.502838754415238,0.415054139383163,0.399982994644888,0.46126589245959,0.398143207768648,0.187186741362242,0.580273622361806,0.743509920741416,0.949047676816693,0.186605525498147,0.160951324318693,0.349457843401333,0.165970988639727,0.238984884239271,0.120351168105996,0.329770475428109,0.142475187360745,0.230629847068204,0.13668519673792,0.14044604722718,0.119445125422903,0.28553495497327,0.291947047492809,0.141520063026354,0.0115661294859947,0.140560823177264,0.567922819944425,0.153395546078561,0.299907882616134,0.00924063844411094,0.116735977567898,0,0.155955620682437,0.118125514314176,0.0042342798413848,0.0566776111056988,0.220597271721765,0.0178912865337343,0.154450776997341,0.139956936327284,0.12951030927835,0.163943305949264
"Pitch Lake",0.33021014589747,0.19216697445904,0.21098433571843,0.174620345665611,0.139176957820915,0.101237009403668,0.138043404024959,0.291915040746479,0.328710710525733,0.31990582570675,0.977060493630707,0.982808843894752,0.243040878247494,0.2152278893572,0.238783355347369,0.195156320504299,0.277883791506081,0.330192526755453,0.19038433125694,0.721407864782089,0.766803905422891,0.91187270501836,0.158673386441229,0.241718627979565,0.356946545444685,0.169541986237899,0.242101085526557,0.106563186131041,0.533101949308275,0.158731736407911,0.276983121605473,0.104326276578753,0.146502551362491,0.20605327079554,0.44425254418439,0.230577030860263,0.178635635602915,0.0692943420216147,0.16720646618452,0.595533845080251,0.0725031266750047,0.444015444015444,0.128605676281804,0.180554426469393,0.155955620682437,0,0.00603968938740285,0.152266720027777,0.127703816187954,0.287952735679425,0.240566037735849,0.0391288360529091,0.103851168388326,0.175572519083969,0.169456921192324
"Pitch lake",0.26762654282805,0.0876298050646745,0.123336687912334,0.138210372210639,0.076170430627453,0.0369714588583017,0.081159945435469,0.203876734383716,0.249286616456939,0.244038596620947,0.939749634323835,0.95435941957088,0.173851078245836,0.160497120878632,0.150033529017305,0.168340663522207,0.167124076556918,0.280227932676115,0.101719834085122,0.678670834582281,0.649776790306322,0.849529780564263,0.0282082410911948,0.282979171049863,0.23565856534718,0.086490730449285,0.169730564281809,0.0583144596389631,0.482112292653966,0.0769230769230769,0.162228686507049,0.0931174089068826,0.0774753437077882,0.0960584972561018,0.332995982774467,0.110443170027068,0.0908516080820855,0.111140478393022,0.0279978869519282,0.828877005347594,0.107335032568678,0.328671328671328,0.150701647345943,0.340420915599913,0.118125514314176,0.00603968938740285,0,0.141367823427638,0.143098065133663,0.300738240877452,0.169358560221504,0.101759387109706,0.0914036099892852,0.121212121212121,0.06186121570737
"Vance River",0.428780034368664,0.205159658067237,0.223620009457711,0.471711190115391,0.380055781734599,0.315936648070872,0.403213819502292,0.414521457632675,0.583625009136017,0.558725315444611,0.965213310717747,0.966590603178819,0.516822611664542,0.526828214275973,0.462961725172969,0.446741949050574,0.526099250272243,0.420579222580805,0.260634033661565,0.578861750150114,0.7358901269759,0.983636220596334,0.220188728270744,0.143290303909561,0.386019100487181,0.193394576306924,0.237683772540513,0.127692571441064,0.409732149475237,0.132723589019589,0.223837297231534,0.109556989689661,0.179474829231051,0.190327761550372,0.330837456292921,0.319019936664178,0.191435334369611,0.0637655426486701,0.15033848546736,0.444091078760732,0.136904918533734,0.334841000737379,0.062734324557485,0.1821003403913,0.0042342798413848,0.152266720027777,0.141367823427638,0,0.0248438947134857,0.296822966915592,0.113853275319278,0.172595101686726,0.123389620274575,0.18890814558059,0.173924952067927
"Stollmeyer",0.383753207981983,0.207444853854023,0.213997587517348,0.443650351304908,0.350739802530906,0.271216797987608,0.35867182930351,0.387145714303516,0.536534147252785,0.509272043288642,0.924249650541528,0.929034331315945,0.470128578016464,0.489814379274161,0.414795480473923,0.392229511498717,0.50140695049442,0.383054793381558,0.192080046740618,0.579967312631333,0.772708823768163,1,0.217709064246801,0.0430119797852571,0.425646042777141,0.205015104187353,0.226878381406665,0.127024628778387,0.470539860228788,0.0952413173131759,0.222818395028566,0.050707654294072,0.12756437794331,0.166183852814029,0.313268656525734,0.311174264762845,0.218382623946723,0.021166234418138,0.198755312550954,0.448112339799277,0.104583777903304,0.315583634175692,0.0534371643394203,0.242609333007574,0.0566776111056988,0.127703816187954,0.143098065133663,0.0248438947134857,0,0.20499900335152,0.0682991667092687,0.174152105162438,0.0944308621557489,0.235409652076319,0.103697987772304
"Point Fortin 1",0.298202720932179,0.431696453740768,0.423234800953314,0.537471473523149,0.384120767897543,0.266070499107471,0.360694901749943,0.472357449099082,0.316452684385347,0.290032803046079,0.537164945187251,0.600939815651546,0.336952989321118,0.460119420588994,0.232856202622227,0.194747468720889,0.306502502656836,0.487463696677413,0.0327046857917183,0.478018920422927,0.868358023596203,1,0.292310157934611,0.23136412850631,0.540879459885105,0.383143381959067,0.263478970128811,0.296210961584468,0.601299505505847,0.345810702519811,0.520263756603555,0.325179883977946,0.206220745196603,0.199135012880067,0.343676530954958,0.462927460601992,0.298938157794554,0.0739155143019512,0.396614068089005,0.811066126855601,0.367875448733946,0.36766371327693,0.265887053144118,0.323848061610755,0.220597271721765,0.287952735679425,0.300738240877452,0.296822966915592,0.20499900335152,0,0.0870601538056295,0.359134288588597,0.229560871117458,0.451331967213115,0.345191040843214
"Point Fortin 2",0.319596156701381,0.272471345264428,0.276823696234442,0.48103387764964,0.340701113587203,0.24450168933603,0.341470969976828,0.420271344232516,0.409065646229126,0.379929555958222,0.70317566278848,0.738953645974519,0.389294457554972,0.465960148466497,0.290792318604106,0.27195654857425,0.345592821358872,0.433601330745772,0.0254618688834519,0.437127729980146,0.818791946308725,1,0.193965517241379,0.158348191997718,0.368344478521321,0.225112413103075,0.260563078198951,0.183958768010077,0.347067260583282,0.23429242513212,0.374009629449049,0.244228469816353,0.104763467771715,0.0504864882602917,0.216358140847721,0.384739978733401,0.152287203242618,0.141499008963183,0.219462144940059,0.806291390728477,0.294640965897056,0.293983244478294,0.0661531490711373,0.242949035131123,0.0178912865337343,0.240566037735849,0.169358560221504,0.113853275319278,0.0682991667092687,0.0870601538056295,0,0.292950881888821,0.233484986351229,0.220170454545455,0.275240384615385
"Snake River",0.208174979687049,0.165479369002786,0.198204960736056,0.426350518671775,0.350786305922154,0.263543326230218,0.369588697335921,0.214681672559888,0.530822730961864,0.524649038947832,0.898759062386295,0.887099988462467,0.473505365267991,0.477411440513504,0.417808640382328,0.396054576584208,0.435674224719049,0.248376672532276,0.251990949606643,0.758178748410297,0.609812626666173,0.820452771272443,0.126116659527852,0.282001951425797,0.3406616032392,0.121812464570763,0.260780297681457,0.0999598201663084,0.50249160470301,0.122833128718482,0.181645420599812,0.107600663817566,0.142100849527838,0.179887333027744,0.352660965035707,0.148284581282342,0.135338775327749,0.093899550837076,0.146075187719284,0.543736074175232,0.0231166623070891,0.279457921445543,0.145181892946508,0.0661100308818481,0.154450776997341,0.0391288360529091,0.101759387109706,0.172595101686726,0.174152105162438,0.359134288588597,0.292950881888821,0,0.00936965834511605,0.122753178430513,0.103501078861279
"Windward Rd.",0.291248348997183,0.180825925509171,0.157246252805992,0.34048796933318,0.267111294786812,0.174187040772889,0.259828694059674,0.2901327759981,0.421555918104929,0.386059545731229,0.910897221215472,0.926260504201681,0.351472333081653,0.384635375576614,0.30757681756369,0.308026749642551,0.419318816303741,0.251128313137668,0.176650547715385,0.797927461139896,0.790322580645161,1,0.168679835157027,0.285329458051253,0.394162132670536,0.152416479598574,0.0692430613086719,0.0624736628267889,0.615986630354048,0.121055730663988,0.330685118969965,0.157026911576249,0.127684109110616,0.23958919320113,0.508574786952689,0.217526199669057,0.175868514634814,0.117237376668601,0.179013573444429,0.524286647789153,0.0597514696033931,0.453726863431716,0.108134596537079,0.0718857705563761,0.139956936327284,0.103851168388326,0.0914036099892852,0.123389620274575,0.0944308621557489,0.229560871117458,0.233484986351229,0.00936965834511605,0,0.248517786561265,0.130546623794213
"Barbados",0.23667130273528,0.200873362445415,0.228149829738933,0.460954446854664,0.390826724045951,0.322845280639058,0.432443647910703,0.389204545454545,0.585380647528951,0.568211920529801,1,1,0.529830224772836,0.536205073995771,0.441142746714764,0.459800691368694,0.359739973556633,0.441013628620102,0.270950197089145,0.725102669404517,0.791044776119403,0.892857142857143,0.0225087412587411,0.316583307283527,0.0856558798298926,0.112023808033124,0.403400228761568,0.12377785089781,0.107777959718356,0.0686695278969958,0.154554588077696,0.182231962238705,0.1671581769437,0.0662002152852526,0.396790187891441,0.327061103861212,0.130719566997294,0.213516367476241,0.15176450627757,0.761363636363636,0.26046511627907,0.453389830508474,0.0940594059405939,0.134615384615384,0.12951030927835,0.175572519083969,0.121212121212121,0.18890814558059,0.235409652076319,0.451331967213115,0.220170454545455,0.122753178430513,0.248517786561265,0,0.171052631578947
"P. picta",0.219103767742575,0.0675195451314856,0.108177119013515,0.374076969672834,0.299424018265367,0.187897243659418,0.289054042883179,0.174027918228144,0.400609205776173,0.407051359080968,0.915445129888505,0.930389945214309,0.363657666571198,0.389665934574037,0.297045983823443,0.328518358531318,0.316510859633092,0.30291280499338,0.172438214320602,0.78950885399265,0.640276216476634,0.707317073170732,0.0661956117515806,0.149730223292106,0.359175118648968,0.15656369218547,0.21278816051608,0.152640407771147,0.556312420817086,0.107099021319759,0.0487158653336635,0.117390083426049,0.1240479514708,0.16582086979835,0.45862960568843,0.0730441508539494,0.207843724272135,0.0151441133365904,0.237976086218298,0.740634005763689,0.103024342267028,0.311902693310166,0.186871360508205,0.35483870967742,0.163943305949264,0.169456921192324,0.06186121570737,0.173924952067927,0.103697987772304,0.345191040843214,0.275240384615385,0.103501078861279,0.130546623794213,0.171052631578947,0
