"","Diego Martin","Curaguate","Las Cuevas","Yarra 1","Yarra 2","Damier 1","Damier 2","Marianne 16","Marianne 3","Marianne 4","Marianne 10","Marianne 11","Paria 12","Paria 3","Paria 13","Paria 7","Paria 8","Shark river","San Souci","Mission River","Tompire","Cumana","Arima 1","Arima 2","El cedro 1","El cedro 2","Guanapo 1","Guanapo 2","Aripo 1","Aripo 2","Quare 1","Quare 2","Turure 2","Turure 3","La Seiva","Matura","Faecal Dump Road","Poole River","Guayguayare Rd, pond","Basse Terre","Oropuche South","5th Company","Mondesir","Silver Stream","Morne River","Pitch Lake","Pitch lake","Vance River","Stollmeyer","Point Fortin 1","Point Fortin 2","Snake River","Windward Rd.","Barbados","P. picta"
"Aripo 2",0.0738853971842501,0.0702388776634267,0.0629257108030776,0.0634075030219142,0.0645875318024346,0.0535905180392254,0.0641183466074372,0.054316941250917,0.06457228778176,0.0761845247316056,0.0623692696135592,0.0652789928609265,0.088442993320428,0.0987395100905678,0.0712063170436845,0.0711821295370695,0.0889312643862196,0.0725357958099564,0.0588956608932737,0.086459029216914,0.0875852230044783,0.0350409297342476,0.0338542884241563,0.0622771129185011,0.0706425071848821,0.039865375183253,0.0589303154930446,0.0368507352490521,0.0931114944340467,0,0.0665858985139549,0.0672296078666881,0.0462454038131237,0.054045524349396,0.105010162021542,0.0690468545660946,0.0642828748056874,0.103500971866289,0.056833639378993,0.0824254343094336,0.0545205804451379,0.142554099516464,0.0826615080632709,0.231206238931622,0.0504565627328916,0.0892013471310071,0.0756569490005881,0.0456748975655791,0.069794061564169,0.124913817959314,0.127502360507455,0.0774400672742729,0.121341680495071,0.15216838084852,0.097014076628039
"Quare 1",0.0768222655858917,0.0700047675665248,0.0678380480369726,0.0610792447691346,0.069415273943029,0.0671705320751817,0.0654198167960545,0.0576111582556324,0.0576063004393943,0.0675787771010563,0.0166980227102898,0.0191795721440144,0.0748191919844064,0.0806731309834929,0.0685692862868153,0.0668590351746483,0.0793976894706637,0.0674306810152335,0.0710880455712361,0.0662233479304579,0.0848945789576846,0.055791067120386,0.0583622028356583,0.0580755056312246,0.0586968125834292,0.0582206921225906,0.0660740973648207,0.0633933160698874,0.0731991039116841,0.0665858985139549,0,0.0529191691270068,0.0704671971186508,0.0559732558224687,0.0873141524864901,0.0548442354831012,0.0561033034778736,0.110327529644114,0.058875625805933,0.0779508251732306,0.064788115634062,0.120076105459864,0.0889753618674358,0.18296183287395,0.0589754934136078,0.0832031685128168,0.0857555682682286,0.0512135820035145,0.0732446831819251,0.110245087215784,0.115345348724566,0.0760204597433171,0.0949746320719429,0.135679773456991,0.0936913040266909
"Quare 2",0.0900513995985173,0.0843417143137663,0.0840384564097809,0.0773186295329251,0.0803625057481845,0.0761817764669147,0.0794300029497112,0.0745095130201673,0.0772863643905964,0.0833587740040108,0.0471177412525132,0.0466966577119732,0.0907168186844612,0.091208663340168,0.0827892672634499,0.0824188637316473,0.0927815740099793,0.0855567359479404,0.0776402906883133,0.0831208960138387,0.0837435899767514,0.0659070872883611,0.0706804895786786,0.0551436157353666,0.0840046479806543,0.0733009296572927,0.0763806297908671,0.0716166833395316,0.0870653496403226,0.0672296078666881,0.0529191691270068,0,0.0806566839685015,0.0688394307894619,0.102048364205653,0.0765655749023438,0.0749904237977099,0.113447704740651,0.0728209221749557,0.104240036316114,0.0611444798112026,0.133344858153198,0.0903723649734227,0.203679000334398,0.0586252877591311,0.0836895195681681,0.0865782444330729,0.0499561231242495,0.0660032011818481,0.12166489365949,0.118986191350701,0.0807113858347768,0.107170741243126,0.154018458801834,0.0873456533809124
"Turure 2",0.0757229849974027,0.0692856066308748,0.0457061117452994,0.0536434360957308,0.0583310182277703,0.0419248639334787,0.0529114002324211,0.0447308043754776,0.0588739733062556,0.0790376922956609,0.0505623379015114,0.0545164745663639,0.0870103016132759,0.0925702116318151,0.0664520645233685,0.0693087085912405,0.0906768753690869,0.0557400178671645,0.0444026387093573,0.0970139972476706,0.0813340074452285,0.0138817770699674,0.0346806265893989,0.0623352182245132,0.0692830627227684,0.0423065452786638,0.0544703288672068,0.0388216574575036,0.0832684954511,0.0462454038131237,0.0704671971186508,0.0806566839685015,0,0.0460738429482478,0.104517279660722,0.0613421904484025,0.0607670196629893,0.105058615289148,0.0556400997021216,0.0504179221399397,0.0562436014203196,0.136617073907511,0.0864883587916693,0.226475779116017,0.0451379253851926,0.0883683952761899,0.0759019969000754,0.0448505830654733,0.0796280595528034,0.120099798367911,0.107612039513007,0.0842215954222592,0.133738154387818,0.166286132558511,0.131402129042173
"Turure 3",0.0733049502773318,0.0671250360063784,0.0600575820627142,0.0560134575088554,0.0626609109113195,0.0552862477958977,0.0600033309229204,0.0555394201402983,0.0601118159833269,0.0743043674454938,0.0395287273752234,0.0435370181780456,0.0822626774844438,0.0860434394153747,0.0668109234161263,0.0678399636277876,0.0833078308913627,0.0630238923882469,0.0489136074561062,0.0977519950209431,0.074488218710634,0.030240041573486,0.0378743248588686,0.0578765723172861,0.0542160690274611,0.0377311413025627,0.0613185787480007,0.0452530135507869,0.0850457994147167,0.054045524349396,0.0559732558224687,0.0688394307894619,0.0460738429482478,0,0.0930044236588628,0.0638430056142742,0.0374466055891218,0.0823527277872555,0.0424506158256438,0.0458293355655073,0.0620927657618713,0.123270125247315,0.0861457745793043,0.223919514050148,0.0422695832427283,0.0935663795576203,0.0745820868624174,0.0425192719901969,0.0708543835082098,0.107142089532385,0.0913412124699266,0.0806217297216878,0.122502864863242,0.13381519161929,0.109904092484772
"La Seiva",0.0877398312630953,0.101860387911979,0.096057799511933,0.0816964996780375,0.0894553207087501,0.0959007909559779,0.0877200436356622,0.088858835985285,0.0763111899166662,0.0825880257176198,0.0809830394499431,0.0907960407308951,0.0841976165102879,0.0863794929149641,0.0894937338036904,0.0884728993339184,0.0905181281558206,0.0929604252174432,0.0946425997525456,0.0982439228075291,0.0969043646468982,0.0274818363373249,0.0990978773353184,0.0868988148408243,0.0879734051370962,0.0984586968267704,0.0871872724504683,0.089831423406523,0.0818458470236428,0.105010162021542,0.0873141524864901,0.102048364205653,0.104517279660722,0.0930044236588628,0,0.0925769781400752,0.0977521147171255,0.143323928028448,0.093371746821714,0.0868219412521692,0.0970263924675722,0.110031799318429,0.102866158324578,0.154333572749797,0.0889015799035339,0.108761077138236,0.112543257520603,0.0907773618779782,0.100095975414123,0.105155157320262,0.107705146867934,0.109851474674037,0.12197455276856,0.120091955128517,0.115901248019535
"Matura",0.0776097833982541,0.0596762643331251,0.0536950979949454,0.0625120745484087,0.0677750199552223,0.0580698985536013,0.0639255681443996,0.0428753307393596,0.0583197920803469,0.076569247903011,0.018206154880136,0.015548439969963,0.0841014712999817,0.0925393836113374,0.0700237556718123,0.0691060909528471,0.0826851257991919,0.0610784014126562,0.0689911326112918,0.0729364387145584,0.0965518392172517,0.0676284291081391,0.0512499329726492,0.0694307634046031,0.0753455911868452,0.0649429123653407,0.0619125330806526,0.0586308791603807,0.0711590133214351,0.0690468545660946,0.0548442354831012,0.0765655749023438,0.0613421904484025,0.0638430056142742,0.0925769781400752,0,0.0684511121737587,0.120064615271679,0.0635110122056829,0.0598379372571419,0.0656564819978541,0.121371865688743,0.0920714335790178,0.200354295110666,0.05665670496251,0.0873409290566619,0.0821940202152638,0.059019420816491,0.0910190039995123,0.123820822780626,0.125524170491958,0.0811372410017715,0.118156371411032,0.172541420020504,0.11905880617235
"Faecal Dump Road",0.0779816592447969,0.0751593005512319,0.0720395047937892,0.0613450990451701,0.0689813052155224,0.0639885613805248,0.0646684957672557,0.0641508042399201,0.0629096346979904,0.0763891081240611,0.0389981725992387,0.0374701584866417,0.0827597490534573,0.0886871684343317,0.0702190051752532,0.0746739097579358,0.0862048679000169,0.0706386264113211,0.0628815329369391,0.0890151611726839,0.0697148260115614,0.0304179564094584,0.0454060709181333,0.0671781489681567,0.0438639417472153,0.0389054681410093,0.0639488917023679,0.0533199380286427,0.0791444040945871,0.0642828748056874,0.0561033034778736,0.0749904237977099,0.0607670196629893,0.0374466055891218,0.0977521147171255,0.0684511121737587,0,0.0941855524140751,0.0393843099272315,0.0628152849933063,0.0688587393834555,0.129359139794973,0.0915801739528814,0.215189255958275,0.0520823709564386,0.0848763437420995,0.0862982531373106,0.0538318894057735,0.0799996352360524,0.117040144297137,0.112727899654659,0.0765322486956638,0.0956044623427445,0.116851017603797,0.114805406884096
"Poole River",0.11695248017346,0.143730101366075,0.148700580181753,0.12587795524633,0.119937340244158,0.118137232417955,0.120769981857847,0.11722183331386,0.124256368880064,0.122676990842906,0.115130637189464,0.0964606332143562,0.126864414678151,0.132774023050437,0.119417810101406,0.118536889703239,0.125065184237854,0.140210199530778,0.0887244990608696,0.135702965579901,0.0836863704572013,8.00993805574451e-17,0.0899444375226452,0.109995978385224,0.117851660330497,0.0933952856540182,0.114400243477698,0.0883444036638507,0.139308827411856,0.103500971866289,0.110327529644114,0.113447704740651,0.105058615289148,0.0823527277872555,0.143323928028448,0.120064615271679,0.0941855524140751,0,0.0910400953061974,0.0934323270329057,0.116320013275113,0.16857709787547,0.134627459004918,0.247928618107939,0.0952662817904822,0.131944182721301,0.107930778145997,0.0986057744447043,0.120241010619516,0.150038518690609,0.118995349896183,0.128478314966659,0.169925147698008,0.146753832904921,0.161375310625104
"Guayguayare Rd, pond",0.0734091859493656,0.0714518039611401,0.0618411950168774,0.060073982040891,0.0595017323087778,0.0557969583618783,0.0578007407686799,0.0582369726454455,0.0570630301244023,0.0731546154214081,0.0342183813520098,0.0370627849462564,0.0774570564773586,0.079611334436445,0.0661673481356093,0.0663116576147326,0.0816739628105909,0.060815028060418,0.0579278052144622,0.0886386101593898,0.0840062637813325,5.57606408084691e-17,0.0434844512326628,0.0653110331751824,0.0589047889981721,0.0400826924799898,0.0504786191642918,0.0370272315771474,0.08102412406811,0.056833639378993,0.058875625805933,0.0728209221749557,0.0556400997021216,0.0424506158256438,0.093371746821714,0.0635110122056829,0.0393843099272315,0.0910400953061974,0,0.0683269466967258,0.0558988281159849,0.122878863385683,0.0883778465845714,0.213502639051909,0.0443765729990007,0.0734760314139973,0.068610504398891,0.0422686332774978,0.074117050340906,0.120292937303552,0.12097818175315,0.0719573233527958,0.111238412244977,0.153555839008735,0.11246193072019
"Basse Terre",0.0555242210631171,0.0625281492286652,0.0518853618155343,0.0289315309121277,0.0394341464407743,0.038785473670196,0.0337031298426609,0.0623378950937345,0.0244618622067535,0.0246204771287936,0.0690779394742712,0.0747517911359162,0.0283466390436976,0.0270995871146302,0.0283510718393243,0.0454240344608677,0.0268130343614583,0.0497899151990947,0.0386145625539408,0.0111014412538383,0.0906467172807415,0.0306136369035502,0.0464986100673917,0.0789106910249265,0.0399659053965704,0.0624138599837078,0.0740546581020708,0.0748391602502208,0.0702810378242087,0.0824254343094336,0.0779508251732306,0.104240036316114,0.0504179221399397,0.0458293355655073,0.0868219412521692,0.0598379372571419,0.0628152849933063,0.0934323270329057,0.0683269466967258,0,0.0886502339732086,0.101590068828673,0.103711090223157,0.189203203856156,0.0710179872027878,0.113846471747613,0.0781217695801651,0.0699540942048534,0.112800816397154,0.0938644456800268,0.0876780130770401,0.11425650339174,0.172653535341652,0.123308079779175,0.115145767883132
"Oropuche South",0.0668065601483013,0.0741809273286927,0.0634536652061406,0.0631257173719915,0.0639548224636725,0.0542809714899877,0.0623145103686696,0.0609220110963992,0.0611009621630327,0.0759587044040244,0.0213920949731603,0.0211848510284487,0.0834945433297959,0.0887654203195191,0.066936191656695,0.0720000560763598,0.0843989729143877,0.0537291793119122,0.0618941956239127,0.0785065826472887,0.0730183758994099,0.0240443151298405,0.0544489292600167,0.0665045345878097,0.0766639981491153,0.0592241892350483,0.05736140149218,0.0490113780678117,0.0782728909058815,0.0545205804451379,0.064788115634062,0.0611444798112026,0.0562436014203196,0.0620927657618713,0.0970263924675722,0.0656564819978541,0.0688587393834555,0.116320013275113,0.0558988281159849,0.0886502339732086,0,0.113681701277763,0.0823317577787307,0.207732838511267,0.0496129760615029,0.0616154381709689,0.0708970138802142,0.0451003456185102,0.0641853353936772,0.130669297694515,0.121441425161438,0.0562191869799226,0.090937054199804,0.167800070310629,0.105930119953843
"5th Company",0.101812628061124,0.13263000012902,0.130985577043334,0.117265030671729,0.118062688706215,0.128832594858684,0.124216576306523,0.123258677369088,0.111618001815941,0.118105216422057,0.108504610733445,0.101375818515959,0.119673719220428,0.117260709567249,0.121840010579275,0.126450323683104,0.123844480633901,0.111660280629134,0.123180216673095,0.117152196932006,0.0926079641659744,4.81622103686523e-17,0.136652524987037,0.129165363689386,0.115455120715402,0.134485152685488,0.125593282426624,0.134283397399325,0.0965435259168305,0.142554099516464,0.120076105459864,0.133344858153198,0.136617073907511,0.123270125247315,0.110031799318429,0.121371865688743,0.129359139794973,0.16857709787547,0.122878863385683,0.101590068828673,0.113681701277763,0,0.136086926814528,0.197535838225533,0.128528110765062,0.134063421299116,0.151964119452994,0.123784302214992,0.130801018385879,0.133960547375647,0.148645659454398,0.135620912106921,0.14952278298684,0.15149857492306,0.156598706220238
"Mondesir",0.0944944280607006,0.0814224486827215,0.077495397661331,0.0827951582497371,0.0795371150178925,0.0779136899239085,0.0867102818647192,0.0822532418029503,0.0764867512971706,0.0907904358481606,0.0208120107291442,0.0253536909840241,0.104208650936384,0.102431687376221,0.0846583525347866,0.0777188466109967,0.0956149356682211,0.0986925632644801,0.0846681257307756,0.0989188502384011,0.0759706006930719,0.0530831963834202,0.0879554430697578,0.0814838647282167,0.0936659265188027,0.083389950766033,0.0823962888083108,0.0750863841630781,0.0966958385011181,0.0826615080632709,0.0889753618674358,0.0903723649734227,0.0864883587916693,0.0861457745793043,0.102866158324578,0.0920714335790178,0.0915801739528814,0.134627459004918,0.0883778465845714,0.103711090223157,0.0823317577787307,0.136086926814528,0,0.21514445951517,0.0473922821274713,0.10030078951617,0.100261444694126,0.0487429596538821,0.0807243670009656,0.134420008743016,0.114656914608721,0.0927097670547802,0.114769048386091,0.170083225531182,0.132287659865037
"Silver Stream",0.200766737014253,0.227778416989246,0.233212994119194,0.177472501387212,0.187400330197731,0.210296755868312,0.192896117289523,0.196603897814978,0.177349147237486,0.1900115849412,0.128347232036125,0.113975879558345,0.189820405405373,0.166269069246252,0.197995256922517,0.186215969143377,0.192411863195142,0.191870936035455,0.224712643724986,0.0851023297939663,0.0573811927904991,7.70371174062213e-17,0.230690595229205,0.170146513502327,0.20877891301602,0.213915181360364,0.195679678243528,0.199781112525366,0.182896895769102,0.231206238931622,0.18296183287395,0.203679000334398,0.226475779116017,0.223919514050148,0.154333572749797,0.200354295110666,0.215189255958275,0.247928618107939,0.213502639051909,0.189203203856156,0.207732838511267,0.197535838225533,0.21514445951517,0,0.204169406990095,0.213586424795339,0.24126548772606,0.202888913444735,0.215067943883839,0.209332911787262,0.218902854263162,0.203559579684181,0.245914388731837,0.239123453048835,0.229511829460006
"Morne River",0.0759365258276645,0.0570846438508831,0.0528150481005904,0.0528525862613932,0.0594746891756049,0.0473743368083413,0.0561074160250397,0.0541306471426134,0.057466968997762,0.0686256147203511,0.0262776488867498,0.0298340330769127,0.0798857731891961,0.0868740691684444,0.0620833926351727,0.0669035455153557,0.0836110624034981,0.0605708087980192,0.0487701046616659,0.0864448569323218,0.0723017403149567,0.0229161233440698,0.0436539021330438,0.0499834172514167,0.0632110678994854,0.0454708636237662,0.0485100850063716,0.0393538520539818,0.0773420960190714,0.0504565627328916,0.0589754934136078,0.0586252877591311,0.0451379253851926,0.0422695832427283,0.0889015799035339,0.05665670496251,0.0520823709564386,0.0952662817904822,0.0443765729990007,0.0710179872027878,0.0496129760615029,0.128528110765062,0.0473922821274713,0.204169406990095,0,0.0725497059829652,0.0736580286611472,0.0215680083052571,0.0470124940451464,0.110509317701925,0.0865084068328666,0.0621769596903126,0.0961744432824194,0.151167342293634,0.0987567872753071
"Pitch Lake",0.0962339018100308,0.0974126927662726,0.102218955630012,0.0865071401857851,0.0812967422870022,0.0746873305329069,0.0844695069561944,0.0841512521499399,0.080511678263002,0.0915441340812816,0.0148241817394381,0.0150030446701797,0.099846260668612,0.10227629929697,0.081280162167513,0.080152750513717,0.101132309793315,0.101797920970043,0.0890299659910941,0.0924430677529637,0.0843872272034431,0.0607636166947611,0.0851641762425354,0.0790186783734642,0.0967880323855331,0.0843634969906415,0.0755920673581046,0.0651973098159901,0.0950251724338348,0.0892013471310071,0.0832031685128168,0.0836895195681681,0.0883683952761899,0.0935663795576203,0.108761077138236,0.0873409290566619,0.0848763437420995,0.131944182721301,0.0734760314139973,0.113846471747613,0.0616154381709689,0.134063421299116,0.10030078951617,0.213586424795339,0.0725497059829652,0,0.0859633736323861,0.0640429269620372,0.0866806513629505,0.13880982397347,0.136165732306547,0.0774690285773305,0.091411220024096,0.164242301123614,0.13367125380439
"Pitch lake",0.0954604867395158,0.0917148032863268,0.0863507389363807,0.0805959456781904,0.0704397599118427,0.0598353355079041,0.0721727036499508,0.0697040643489979,0.0839180072000325,0.0911863865893391,0.0449921920316026,0.0406042472426376,0.0921914534590063,0.103709172178561,0.0779051282826202,0.0868277032448462,0.105123701065503,0.0985733963494698,0.0725131399592007,0.10396899097729,0.0993696948112676,0.0847368036459331,0.0598653965635791,0.0820008383510233,0.0892854098532445,0.072363564548194,0.0790000763107189,0.0660486704504179,0.104288539893363,0.0756569490005881,0.0857555682682286,0.0865782444330729,0.0759019969000754,0.0745820868624174,0.112543257520603,0.0821940202152638,0.0862982531373106,0.107930778145997,0.068610504398891,0.0781217695801651,0.0708970138802142,0.151964119452994,0.100261444694126,0.24126548772606,0.0736580286611472,0.0859633736323861,0,0.0645133927807953,0.0963944083943198,0.140486012323384,0.137803427389873,0.0950943828382785,0.14042543906799,0.17199956371705,0.139627586474834
"Vance River",0.0734403825588847,0.0550319520659562,0.0477995321286195,0.0518099636940264,0.0581331049676316,0.0466007974644669,0.0535987457571656,0.0501131385852457,0.05460160054978,0.0684432365934792,0.0147075275661051,0.0181454843372622,0.0801130835827582,0.0832013742883732,0.0627397470239287,0.0660165929242651,0.0826896836492719,0.0578767539646115,0.0513947619079164,0.0798390735857807,0.072373876865914,0.0111463518766734,0.0438697135243319,0.0441754572006436,0.0629492723871118,0.0432396669099289,0.0438793795909034,0.0348943828347383,0.0748566576375581,0.0456748975655791,0.0512135820035145,0.0499561231242495,0.0448505830654733,0.0425192719901969,0.0907773618779782,0.059019420816491,0.0538318894057735,0.0986057744447043,0.0422686332774978,0.0699540942048534,0.0451003456185102,0.123784302214992,0.0487429596538821,0.202888913444735,0.0215680083052571,0.0640429269620372,0.0645133927807953,0,0.0361213106609543,0.111966754369643,0.0961054859797586,0.0586061435770574,0.0835330976296659,0.152500297424837,0.095058317732571
"Stollmeyer",0.0972385914611254,0.090527449517852,0.0881017476078028,0.0819268249403356,0.0812565329933494,0.0836214297466971,0.0854611555081437,0.0837549624942932,0.072277401506035,0.087865233488848,0.0397847580030593,0.0364954461060284,0.0982386213549901,0.0995168554484603,0.0850139243500364,0.0812523762271504,0.0968016567227737,0.0953067794977658,0.076457910467384,0.105812921001529,0.0726046151678207,6.52434673146228e-17,0.0767540152275512,0.0578654576398841,0.0888638041146186,0.0766763399794468,0.0784193251542136,0.0670324358806881,0.0887673317976295,0.069794061564169,0.0732446831819251,0.0660032011818481,0.0796280595528034,0.0708543835082098,0.100095975414123,0.0910190039995123,0.0799996352360524,0.120241010619516,0.074117050340906,0.112800816397154,0.0641853353936772,0.130801018385879,0.0807243670009656,0.215067943883839,0.0470124940451464,0.0866806513629505,0.0963944083943198,0.0361213106609543,0,0.121922607049345,0.107132274487609,0.0913841577399417,0.111347045320729,0.166985346357313,0.120641696888107
"Point Fortin 1",0.109687717006637,0.134856879506437,0.138810036462514,0.111340079616759,0.109898869671854,0.109265333722777,0.106172354790359,0.113928918745731,0.0989400981736582,0.105284834679238,0.116779468600451,0.110201358694035,0.111283892162846,0.116979115478528,0.104421684086828,0.0889977307261098,0.107442099999445,0.126687126996136,0.0871587907528059,0.121312313853154,0.0575148071042716,9.16644720983129e-17,0.123448810750365,0.0996592759861955,0.113313933563041,0.122900674766956,0.10858495373326,0.117421275173116,0.0883230660827367,0.124913817959314,0.110245087215784,0.12166489365949,0.120099798367911,0.107142089532385,0.105155157320262,0.123820822780626,0.117040144297137,0.150038518690609,0.120292937303552,0.0938644456800268,0.130669297694515,0.133960547375647,0.134420008743016,0.209332911787262,0.110509317701925,0.13880982397347,0.140486012323384,0.111966754369643,0.121922607049345,0,0.0930091465651876,0.141114248963146,0.155000554001353,0.164412317576281,0.161888745683118
"Point Fortin 2",0.115996895994265,0.139637301597966,0.137964486775112,0.112650651710554,0.112466774900621,0.117265187678922,0.10813549232,0.121536713184887,0.113428375863382,0.113755715013493,0.101271590590609,0.0952962118866115,0.11546641658651,0.116582999410486,0.113971261371921,0.105469254889302,0.121136033003699,0.128056697951231,0.0924227352955063,0.128450417658674,0.0729977608195813,7.26690311739277e-17,0.126613833611444,0.083986448040553,0.11723686626585,0.121601881718452,0.117526753122463,0.115084440948214,0.113214791352071,0.127502360507455,0.115345348724566,0.118986191350701,0.107612039513007,0.0913412124699266,0.107705146867934,0.125524170491958,0.112727899654659,0.118995349896183,0.12097818175315,0.0876780130770401,0.121441425161438,0.148645659454398,0.114656914608721,0.218902854263162,0.0865084068328666,0.136165732306547,0.137803427389873,0.0961054859797586,0.107132274487609,0.0930091465651876,0,0.136707381521106,0.161356535174099,0.170285294365572,0.153423973895048
"Snake River",0.0883926248460902,0.093430423178135,0.0935396919340672,0.0833224235272442,0.0822194602902855,0.0819682248512422,0.0837462115882124,0.083873652793225,0.0719263469795585,0.0879677540548518,0.0551099966287275,0.0604448313116626,0.099277292670152,0.102621170067099,0.0897467520225418,0.0750782910113513,0.0932312120669106,0.0870327817904195,0.0898963656517819,0.0829580231979487,0.103191960909893,0.0767753096776764,0.0734121683384684,0.07151051785156,0.0903429832066795,0.0739281136216342,0.0743226162375113,0.063531494155517,0.0953984926091275,0.0774400672742729,0.0760204597433171,0.0807113858347768,0.0842215954222592,0.0806217297216878,0.109851474674037,0.0811372410017715,0.0765322486956638,0.128478314966659,0.0719573233527958,0.11425650339174,0.0562191869799226,0.135620912106921,0.0927097670547802,0.203559579684181,0.0621769596903126,0.0774690285773305,0.0950943828382785,0.0586061435770574,0.0913841577399417,0.141114248963146,0.136707381521106,0,0.101715512784554,0.164769393570701,0.126844720737866
"Windward Rd.",0.122144367365896,0.142468861190258,0.137911014504985,0.111162330609503,0.114434025147087,0.116148409704884,0.116501246604074,0.117314544870098,0.109346690748396,0.120152894622597,0.0916011622204027,0.0727674428009624,0.130918198538851,0.125586423513558,0.12558657113679,0.110074382702784,0.129878857213518,0.137696394048672,0.128620704357509,0.0816843540904943,0.0829553518933132,8.04068649147724e-17,0.115583783656246,0.0835292138757776,0.115754560451882,0.107599201392895,0.11432871512203,0.100596865629112,0.082015235948748,0.121341680495071,0.0949746320719429,0.107170741243126,0.133738154387818,0.122502864863242,0.12197455276856,0.118156371411032,0.0956044623427445,0.169925147698008,0.111238412244977,0.172653535341652,0.090937054199804,0.14952278298684,0.114769048386091,0.245914388731837,0.0961744432824194,0.091411220024096,0.14042543906799,0.0835330976296659,0.111347045320729,0.155000554001353,0.161356535174099,0.101715512784554,0,0.197005260248388,0.175807674379883
"Barbados",0.133549807157093,0.179109054084752,0.177401196761053,0.141920060852031,0.151135492480961,0.16053189950699,0.155367991189325,0.161872696787604,0.112214490330173,0.12748515432935,1.56142437888001e-16,1.69989043839469e-16,0.145130499445771,0.147464023906854,0.133843986694772,0.122622659676777,0.120738006468157,0.163010977150376,0.156565870250954,0.0856355303908895,0.0995221221787258,0.100685776735103,0.130262616214255,0.119666876044389,0.0963152323327637,0.116366629567676,0.156936966320667,0.14484012727341,0.103584921365336,0.15216838084852,0.135679773456991,0.154018458801834,0.166286132558511,0.13381519161929,0.120091955128517,0.172541420020504,0.116851017603797,0.146753832904921,0.153555839008735,0.123308079779175,0.167800070310629,0.15149857492306,0.170083225531182,0.239123453048835,0.151167342293634,0.164242301123614,0.17199956371705,0.152500297424837,0.166985346357313,0.164412317576281,0.170285294365572,0.164769393570701,0.197005260248388,0,0.191148912155557
"P. picta",0.127701211235709,0.126544753491166,0.132485056019378,0.116053782724631,0.123609821325796,0.126053620382285,0.122580093093371,0.106627954805893,0.105912012757739,0.11957503891632,0.0825319708340142,0.0677684843199087,0.127473591949544,0.130036949989241,0.123092728383091,0.115105496897372,0.124126802525256,0.141091475252197,0.12988740154627,0.0851939559020232,0.123664796981386,0.151366042448407,0.111971833600663,0.100113012434183,0.121062909799139,0.12120300646335,0.123335698600668,0.118692526447275,0.107736825090253,0.097014076628039,0.0936913040266909,0.0873456533809124,0.131402129042173,0.109904092484772,0.115901248019535,0.11905880617235,0.114805406884096,0.161375310625104,0.11246193072019,0.115145767883132,0.105930119953843,0.156598706220238,0.132287659865037,0.229511829460006,0.0987567872753071,0.13367125380439,0.139627586474834,0.095058317732571,0.120641696888107,0.161888745683118,0.153423973895048,0.126844720737866,0.175807674379883,0.191148912155557,0
